ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
002811.SZ,20191030,14.61,0.2486,0.9944,0.82,23.0199,21.5488,1.8701,1.1431,1.1506,18000.0,18000.0,4500.0,262980.0,262980.0
002523.SZ,20191030,3.2,0.4461,0.642,0.85,42.4074,45.0078,2.2042,3.224,3.3191,141664.08,134851.6653,93703.2015,453325.056,431525.329
603363.SH,20191030,22.8,11.503,11.9675,2.35,328.62,285.5375,12.1553,1.7182,1.726,43420.575,18399.2944,17685.155,989989.11,419503.9123
000595.SZ,20191030,2.99,2.1969,4.6739,0.79,,,4.2409,5.2859,6.5019,76427.925,75176.185,35334.5926,228519.4958,224776.7932
603283.SH,20191030,24.44,6.5828,6.5828,0.75,34.2858,30.5485,4.4245,4.5886,4.1183,16979.8874,4101.73,4101.73,414988.4481,100246.2812
002851.SZ,20191030,19.3,0.951,0.9511,0.88,44.832,25.4919,4.7992,3.7852,2.6376,46945.7706,25847.0846,25843.8446,906053.3726,498848.7328
300447.SZ,20191030,10.55,1.609,2.3213,1.82,,,2.9394,4.7422,4.872,29126.8818,17443.022,12090.0206,307288.603,184023.8821
002343.SZ,20191030,7.48,1.1828,1.4362,1.33,,,2.2691,2.4756,3.7167,47494.9686,40239.021,33138.5265,355262.3651,300987.8771
300208.SZ,20191030,7.74,0.5309,1.1006,0.86,30.8515,,2.8042,4.463,6.3535,74947.5,63979.2576,30862.468,580093.65,495199.4538
300191.SZ,20191030,23.27,1.2771,2.037,0.59,256.7861,277.72,6.2911,68.2162,76.3571,32000.0,20702.0,12978.7,744640.0,481735.54
002338.SZ,20191030,13.5,0.6056,1.0559,0.95,79.4113,79.7883,3.8976,8.4207,8.1352,24000.0,23997.855,13762.3766,324000.0,323971.0425
000783.SZ,20191030,6.85,0.2216,0.3092,1.08,147.2676,32.9721,1.41,8.6692,6.31,552956.3,552948.7535,396183.0991,3787750.655,3787698.9615
600193.SH,20191030,3.4,0.357,0.5526,1.59,46.6286,45.2553,6.7099,6.3116,4.7763,42537.3,42537.3,27485.3755,144626.82,144626.82
002029.SZ,20191030,5.76,0.3858,0.6623,0.94,12.5695,13.2036,0.7431,1.2376,1.195,75567.0,74427.2168,43350.7775,435265.92,428700.7688
300457.SZ,20191030,26.26,1.7095,1.9998,1.0,30.4264,27.844,3.0907,4.7305,4.6957,37600.347,25204.6807,21545.6873,987385.1122,661874.9152
601872.SH,20191030,5.36,1.1139,3.2284,0.65,27.8639,22.4312,1.5348,2.9747,2.4232,606661.2657,529945.8112,182855.5488,3251704.3842,2840509.548
300442.SZ,20191030,14.8,1.7982,2.878,0.83,,,1.9844,2.5537,2.5784,10000.0,7215.0625,4508.05,148000.0,106782.925
000893.SZ,20191030,6.8,0.7502,1.2879,1.05,1285.7897,131.9289,1.4116,12.2248,8.902,75690.3272,40074.195,23344.3396,514694.225,272504.526
000036.SZ,20191030,4.14,0.2849,0.4278,1.15,6.3424,5.8665,1.3387,1.8424,1.7148,148393.4025,147502.3304,98215.5544,614348.6864,610659.6479
600872.SH,20191030,43.7,0.3247,0.5045,0.49,57.3123,54.8659,9.6783,8.3555,7.9398,79663.7194,79663.7194,51269.0839,3481304.5378,3481304.5378
601008.SH,20191030,3.91,0.6865,1.3337,1.55,1129.539,1064.7993,1.2536,3.0139,2.7788,101521.5101,101521.5101,52255.4183,396949.1045,396949.1045
600068.SH,20191030,5.69,0.3069,0.5322,0.84,5.6253,5.426,0.5346,0.2604,0.2512,460477.7412,460477.7412,265532.9173,2620118.3474,2620118.3474
600584.SH,20191030,18.5,7.1792,7.1792,1.57,,,2.409,1.243,1.3499,160287.4555,98457.0,98457.0,2965317.9268,1821454.5
002779.SZ,20191030,17.27,0.2308,0.6761,0.75,193.6054,185.1569,3.5232,5.4795,5.5569,13200.0,11843.4525,4042.5,227964.0,204536.4247
000593.SZ,20191030,6.41,2.0278,3.5778,1.09,,,2.4564,3.6433,3.2435,35863.1009,35848.3169,20317.6813,229882.4768,229787.7113
603256.SH,20191030,15.16,11.9516,11.9516,0.64,78.3785,113.1436,9.4905,16.0875,19.5734,87780.0,8780.0,8780.0,1330744.8,133104.8
600316.SH,20191030,13.59,0.9275,1.7889,1.31,65.6849,67.8141,2.0285,4.0308,3.009,71711.4512,71711.4512,37180.2292,974558.6218,974558.6218
300502.SZ,20191030,38.08,3.0068,3.2348,0.69,282.8685,56.4898,7.2307,11.8486,9.0303,23645.915,15799.7443,14685.7239,900436.4432,601654.2629
000790.SZ,20191030,4.5,1.4907,1.9385,0.58,88.9856,40.5938,3.1817,4.3788,3.8157,61636.0564,61577.024,47352.0846,277362.2538,277096.608
603229.SH,20191030,14.66,3.9352,4.6604,1.5,53.4743,37.9517,3.6703,9.6176,8.0037,16000.0,5398.0,4558.0,234560.0,79134.68
600818.SH,20191030,11.65,0.7149,1.5984,0.73,738.9434,,6.2962,7.0819,6.4819,32144.791,23795.791,10642.7176,374486.8152,277220.9652
601137.SH,20191030,10.38,0.8473,2.4017,0.92,20.8335,17.341,1.943,1.1716,1.0296,68452.0473,61450.6331,21677.9898,710532.251,637857.5716
603898.SH,20191030,14.19,0.2357,0.7174,1.21,11.4935,13.0455,1.8153,2.06,2.0235,30960.0686,30960.0686,10171.3386,439323.3734,439323.3734
603909.SH,20191030,13.22,1.0159,2.6147,1.05,27.9055,24.6387,2.5562,3.0064,2.5016,14331.8,14000.0,5439.5,189466.396,185080.0
601066.SH,20191030,22.14,2.9403,5.2795,0.68,54.8318,35.8534,3.7357,15.5211,13.233,764638.5238,86437.5185,48139.5917,16929096.9169,1913726.6596
002820.SZ,20191030,12.27,1.2468,2.043,0.49,29.8689,30.407,2.3653,5.2273,5.0833,20480.0,13545.3167,8266.413,251289.6,166201.0359
601866.SH,20191030,2.52,0.1208,0.2721,0.68,21.1031,14.9046,1.2619,1.7905,1.9573,1160812.5,793212.5,352150.0614,2925247.5,1998895.5
603665.SH,20191030,20.68,0.8682,1.0254,0.59,24.7466,27.1543,1.9769,2.2841,2.0717,10000.0,3727.0834,3155.8334,206800.0,77076.0847
603121.SH,20191030,21.37,20.3314,20.3314,1.57,58.8323,49.3022,4.2517,9.0029,7.7837,21600.0,5400.0,5400.0,461592.0,115398.0
002937.SZ,20191030,15.35,2.4154,2.4154,0.89,41.1946,33.4855,5.0978,4.4396,4.3681,29440.0,9592.9504,9592.9504,451904.0,147251.7886
000862.SZ,20191030,5.19,1.7707,2.1036,1.17,68.9458,218.2751,1.3982,3.067,2.7022,70611.8997,50135.289,42202.9097,366475.7594,260202.1499
300048.SZ,20191030,2.46,0.8709,1.2657,1.0,,,1.2147,2.2731,2.7932,111463.7257,101051.9788,69533.3661,274200.7652,248587.8678
603687.SH,20191030,14.88,12.3906,12.3906,0.9,43.2509,45.0501,4.2797,4.7559,4.8059,41083.0732,5000.0,5000.0,611316.1292,74400.0
002111.SZ,20191030,14.04,4.0664,6.3099,2.77,22.8299,16.4447,1.886,2.451,2.247,38182.7504,34028.5644,21929.6155,536085.8156,477761.0442
600229.SH,20191030,7.31,0.5952,1.4269,1.0,14.7478,12.2961,1.9145,2.3649,2.2875,70209.601,70209.601,29286.9729,513232.1833,513232.1833
688099.SH,20191030,58.86,5.6128,5.6128,0.61,85.6491,92.5884,8.8587,10.2144,9.759,41112.0,3732.547,3732.547,2419852.32,219697.7164
603556.SH,20191030,16.42,3.557,3.7034,1.4,24.4421,19.1113,1.5849,3.1587,2.9829,49110.477,16775.3612,16112.0728,806394.0323,275451.4309
000880.SZ,20191030,7.77,0.8916,0.8916,1.23,51.6126,50.775,1.5188,0.9059,0.858,27610.05,13513.5,13513.5,214530.0885,104999.895
300063.SZ,20191030,2.99,1.8819,2.9032,0.66,,,2.0917,0.2811,0.2774,74900.195,58191.5916,37719.7068,223951.5831,173992.8589
002864.SZ,20191030,28.95,2.8071,4.643,0.76,38.7913,32.8105,3.796,5.1264,4.2765,8667.0,4493.225,2716.565,250909.65,130078.8638
300055.SZ,20191030,6.42,0.8573,1.1836,0.79,,,0.9591,4.1943,6.1872,86518.4815,86309.914,62515.877,555448.6512,554109.6479
300278.SZ,20191030,4.14,3.618,4.0682,0.92,102.2039,,2.3941,0.9091,1.3085,59846.3412,29146.5953,25921.0452,247763.8526,120666.9045
603881.SH,20191030,31.56,2.7589,4.1726,0.6,46.5234,47.3043,6.1479,7.306,6.8248,21058.6508,12784.4558,8452.9677,664611.0192,403477.425
000725.SZ,20191030,3.64,0.638,0.9174,0.69,36.8738,59.5132,1.464,1.3044,1.1656,3479839.8763,3385974.9557,2354658.1967,12666617.1497,12324948.8387
000543.SZ,20191030,4.65,0.4003,0.7309,0.94,18.9494,13.7196,0.8179,0.7857,0.7059,226686.3331,179039.5978,98063.3989,1054091.4489,832534.1298
002799.SZ,20191030,14.71,2.121,7.7127,0.96,78.4889,38.9335,3.7904,3.9748,2.1399,15000.0,15000.0,4125.0,220650.0,220650.0
002576.SZ,20191030,9.87,1.4027,2.0153,1.27,84.1389,54.1784,1.8314,1.4105,1.2876,16510.0,16441.5254,11443.6254,162953.7,162277.8557
600568.SH,20191030,1.84,2.5361,3.688,1.18,,,0.9026,6.401,10.0258,199286.9681,156494.8288,107615.2955,366688.0213,287950.485
002601.SZ,20191030,11.91,0.3225,0.4704,0.75,10.588,10.1637,1.7778,2.318,2.2645,203202.0889,202718.4087,138969.7146,2420136.8788,2414376.2476
600318.SH,20191030,7.02,0.8844,1.4534,1.18,68.0334,67.166,2.8179,6.7569,6.9173,51336.4429,48400.0,29450.8693,360381.8292,339768.0
300110.SZ,20191030,4.0,0.7161,1.3675,0.95,121.8938,129.7482,2.1789,3.4171,3.2203,118221.2982,117803.195,61693.2603,472885.1928,471212.78
002171.SZ,20191030,6.14,0.7485,1.267,1.44,20.0413,18.0498,1.466,0.6248,0.5429,133366.7825,105503.3559,62329.3999,818872.0446,647790.6052
002775.SZ,20191030,5.75,0.6012,0.8916,0.55,11.8147,11.6727,1.1781,1.0348,1.0112,51276.03,41646.15,28082.99,294837.1725,239465.3625
600678.SH,20191030,4.84,1.0131,1.2744,1.2,53.3118,57.9549,19.5436,3.9835,4.0064,34899.0,34899.0,27743.6516,168911.16,168911.16
300287.SZ,20191030,4.42,11.2979,12.1278,0.97,,,1.6534,4.45,8.1121,143527.3808,113153.9707,105410.8818,634391.0231,500140.5505
603169.SH,20191030,6.14,0.6866,2.0938,0.89,,,3.5365,2.5351,2.307,105150.2526,104367.6438,34223.6734,645622.551,640817.3329
002758.SZ,20191030,10.5,1.5376,2.3079,0.62,63.8397,64.9162,3.5004,1.4491,1.3272,21014.3535,18027.803,12010.9842,220650.7118,189291.9315
600227.SH,20191030,2.54,0.5165,0.6783,1.32,21.6066,87.5971,0.8889,1.7692,1.9335,169313.4201,127817.9547,97336.1635,430056.0871,324657.6049
601186.SH,20191030,9.51,0.223,0.5626,0.66,7.2004,6.7223,0.7604,0.1769,0.1668,1357954.15,1150324.55,456050.891,12914143.9665,10939586.4705
600506.SH,20191030,10.87,0.8159,1.0719,0.93,354.6044,317.3847,5.7745,37.7289,60.7231,14770.6873,14770.6873,11242.8858,160557.371,160557.371
600787.SH,20191030,5.22,0.3321,0.8557,0.99,24.0348,20.3834,1.0382,0.3012,0.2519,219980.1033,219980.1033,85364.2668,1148296.1392,1148296.1392
002581.SZ,20191030,7.31,1.712,2.6858,0.54,,,1.7154,7.2566,7.9565,65973.5586,40079.1161,25548.0694,482266.7134,292978.3387
000919.SZ,20191030,7.42,0.8243,1.508,1.39,15.4668,10.4217,1.2607,1.29,1.4768,50400.0,50278.9277,27484.5438,373968.0,373069.6435
300581.SZ,20191030,16.96,6.8987,8.1075,1.16,45.101,47.8586,4.5353,16.7412,12.6582,17176.0,5966.0,5076.5033,291304.96,101183.36
300616.SZ,20191030,73.39,1.2843,1.3702,1.94,30.5634,28.0688,4.3924,2.1942,2.0639,19867.86,6911.0449,6478.0403,1458102.2454,507201.5852
300561.SZ,20191030,14.55,18.5224,21.7834,1.19,141.7905,133.3052,5.5075,15.0947,14.555,25373.6848,10158.4925,8637.7247,369187.1138,147806.0659
002282.SZ,20191030,8.47,0.3139,0.3978,0.94,43.026,49.8289,1.6793,3.5176,3.4219,43773.8511,23517.5226,18559.8525,370764.5188,199193.4164
300460.SZ,20191030,10.35,4.4597,9.0992,1.36,,,2.641,5.4599,5.9482,16827.42,16827.42,8247.4034,174163.797,174163.797
002682.SZ,20191030,4.34,0.8395,1.2364,1.31,14.5852,18.2012,0.86,0.3569,0.3623,56236.8594,44408.3638,30153.498,244067.9698,192732.2989
300520.SZ,20191030,18.5,2.6842,4.4849,0.55,90.5804,55.7109,3.3055,4.5063,2.9146,23923.3684,18588.9674,11125.5285,442582.3154,343895.8969
002493.SZ,20191030,11.04,0.0736,0.277,1.23,43.2053,41.2271,3.1278,0.7597,0.7769,629110.775,581621.9475,154597.7335,6945382.956,6421106.3004
002472.SZ,20191030,5.46,0.9434,1.4176,1.11,19.2035,35.6323,1.0922,1.1898,1.2143,68654.9441,55110.7551,36674.8173,374855.9948,300904.7228
002470.SZ,20191030,2.94,0.655,1.2395,0.71,22.9237,,0.8827,0.624,1.8017,328602.7742,283655.733,149892.1848,966092.1561,833947.855
300656.SZ,20191030,21.22,1.7985,3.0189,1.22,39.3116,58.5515,4.4848,7.6511,8.1785,9900.0,5113.6224,3046.3351,210078.0,108511.0673
300477.SZ,20191030,7.31,3.9493,4.3284,1.15,116.7274,343.5681,3.0133,2.9679,3.3651,81507.2498,47967.4099,43766.0234,595817.996,350641.7664
002315.SZ,20191030,19.29,5.1384,6.4592,1.14,80.5097,29.9796,2.2457,5.1797,4.6931,23500.0,11739.0322,9338.55,453315.0,226445.9311
603801.SH,20191030,20.6,2.4307,2.5499,2.87,16.8585,15.2146,2.5079,1.8909,1.7316,22333.336,11584.8728,11043.736,460066.7216,238648.3797
603060.SH,20191030,22.48,2.1682,2.1682,0.76,36.2217,35.0621,5.7593,7.3869,6.9389,30800.0,8935.85,8935.85,692384.0,200877.908
600422.SH,20191030,11.63,2.9091,4.7924,0.82,26.3846,20.631,2.1611,1.2465,1.1326,76121.7792,75893.8392,46069.149,885296.2921,882645.3499
002451.SZ,20191030,10.16,2.6739,6.883,0.61,532.2766,96.6826,6.3328,7.6276,11.0811,43920.0,41634.47,16174.22,446227.2,423006.2152
000677.SZ,20191030,3.47,3.7639,5.6464,0.71,2252.7594,1132.6503,10.7649,4.2415,3.7548,86397.7948,86397.7948,57592.7701,299800.348,299800.348
002483.SZ,20191030,4.08,1.3695,2.8197,1.01,41.9014,47.6313,1.0784,1.3994,1.6057,67244.776,67123.0146,32600.6266,274358.6861,273861.8996
002267.SZ,20191030,7.43,0.732,2.0579,1.07,20.4428,28.0656,1.4169,0.9182,0.8502,111207.5445,111207.5445,39554.4989,826272.0556,826272.0556
000698.SZ,20191030,3.32,0.9696,1.7619,1.43,23.0746,,0.628,0.2521,0.2499,81951.4395,78568.4657,43236.9834,272078.7791,260847.3061
002047.SZ,20191030,5.55,0.6734,1.2055,0.6,26.1099,28.1149,1.782,1.0858,1.1209,134129.6921,126306.311,70550.4822,744419.7912,701000.0261
300210.SZ,20191030,3.72,3.7928,7.7329,0.57,,,1.5881,4.8251,8.7715,48421.9953,40012.4143,19625.2911,180129.8225,148846.1812
603528.SH,20191030,6.92,0.7964,2.4588,1.13,32.1365,31.8247,2.7909,7.886,7.4819,62689.5,62209.65,20150.4,433811.34,430490.778
300067.SZ,20191030,4.3,7.1097,9.0492,3.01,29.0384,25.4808,2.4184,3.4618,3.5895,93383.0364,66008.387,51861.2328,401547.0565,283836.0641
000700.SZ,20191030,3.75,1.5406,2.3202,0.8,282.0337,33.4896,1.4028,0.6247,0.5853,82718.1823,71721.1149,47623.6741,310193.1836,268954.1809
600811.SH,20191030,3.31,0.3065,0.4357,1.32,18.7517,25.5036,0.5846,0.8491,0.7793,371457.6124,371457.6124,261289.9446,1229524.697,1229524.697
000007.SZ,20191030,8.99,0.9676,1.2778,0.77,,,16.6905,73.3809,75.8268,34644.8044,30894.8044,23394.7917,311456.7916,277744.2916
002632.SZ,20191030,6.27,0.6991,1.5691,0.58,19.0641,17.3447,2.0115,3.2707,3.0086,62459.909,57727.4292,25719.1672,391623.6294,361950.9811
002762.SZ,20191030,6.27,4.3377,6.3944,0.89,56.1777,82.6892,2.2291,4.8918,5.0539,35402.5,19006.9755,12893.5073,221973.675,119173.7364
300033.SZ,20191030,97.76,2.9403,4.1266,0.6,82.9041,67.9231,14.7909,37.8948,32.1799,53760.0,26430.2354,18831.754,5255577.6,2583819.8127
000655.SZ,20191030,5.24,0.8666,2.0837,0.6,31.0481,15.5375,1.2126,2.9959,2.4368,59534.023,59534.023,24760.0085,311958.2805,311958.2805
002603.SZ,20191030,11.29,0.993,2.1039,1.49,22.7281,22.2413,1.721,2.8288,2.5525,120630.6583,98957.6077,46704.5601,1361920.1322,1117231.3909
002351.SZ,20191030,11.11,23.6073,33.8104,1.84,123.3579,82.6633,3.6006,7.4763,6.1932,59276.5,29134.12,20342.19,658561.915,323680.0732
002190.SZ,20191030,21.23,0.9007,1.8875,0.67,,15.4452,3.1501,3.5498,3.4098,35872.9343,34518.8382,16471.96,761582.3952,732834.935
002444.SZ,20191030,10.24,1.1021,2.193,1.81,15.3564,12.5304,1.4876,1.8553,1.6628,107524.77,101167.5504,50842.6825,1101053.6448,1035955.7161
603648.SH,20191030,11.87,4.0083,6.0207,1.58,30.6534,40.7597,2.6257,3.5484,3.4275,36866.67,27318.7206,18187.256,437607.3729,324273.2135
000753.SZ,20191030,2.92,0.2842,0.4292,0.72,31.4258,31.1415,1.2704,0.9437,0.9239,99148.1071,88414.6545,58553.5057,289512.4727,258170.7911
603569.SH,20191030,11.72,0.836,3.7616,0.97,16.2888,23.3571,2.7259,1.1977,1.2698,56027.4537,56027.4537,12451.5532,656641.7574,656641.7574
002167.SZ,20191030,7.08,1.9722,2.6879,1.04,413.6607,1071.5606,4.1947,8.7346,10.377,62094.6,61860.15,45389.0682,439629.768,437969.862
002331.SZ,20191030,9.93,2.1849,2.6482,2.09,38.668,34.775,1.9554,3.2752,2.9318,41207.2469,30831.9941,25437.2551,409187.9617,306161.7014
603869.SH,20191030,13.09,0.6869,1.9743,0.97,17.4801,27.2143,1.6993,2.1783,2.3725,50450.0508,50450.0508,17553.1115,660391.165,660391.165
002488.SZ,20191030,8.52,11.3022,14.3036,2.08,52.4692,77.8115,2.1491,3.181,4.453,101131.3764,76891.844,60757.4674,861639.3269,655118.5109
002345.SZ,20191030,4.06,0.6348,1.3353,0.72,51.7416,88.6311,1.0678,1.1318,1.0857,90541.2707,87869.9215,41772.3832,367597.559,356751.8813
600283.SH,20191030,9.42,0.3462,1.0013,0.96,57.3527,,1.8189,3.1142,2.9196,35299.5758,35299.5758,12202.7125,332522.004,332522.004
600063.SH,20191030,3.46,0.7092,1.0239,0.74,51.2177,22.7323,1.3365,1.1377,1.0458,192589.4692,192589.4692,133392.9574,666359.5634,666359.5634
002961.SZ,20191030,30.09,34.1198,34.1198,0.85,116.7076,111.5744,7.9689,28.4247,16.7742,44500.0,4500.0,4500.0,1339005.0,135405.0
300519.SZ,20191030,13.62,0.5325,1.1945,0.61,24.7648,23.9445,2.8139,7.8883,7.6356,16000.0,11410.0,5086.89,217920.0,155404.2
300468.SZ,20191030,32.02,24.416,40.9774,2.68,87.9415,85.7572,5.5725,12.4038,12.2482,18896.8261,18628.3084,11099.5223,605076.3717,596478.435
000520.SZ,20191030,4.16,0.4613,0.6069,0.47,68.7785,136.2788,10.3615,5.009,5.2473,101208.3455,101208.3455,76918.4476,421026.7173,421026.7173
601012.SH,20191030,22.84,0.8354,1.2574,0.88,33.6847,26.4261,3.5723,3.9188,3.3017,377251.466,376403.2627,250086.8477,8616423.4834,8597050.5201
300472.SZ,20191030,13.15,1.5848,1.9919,2.67,39.2143,36.4742,2.3974,5.1264,5.54,20884.8264,16339.1457,12999.8711,274635.4672,214859.766
300136.SZ,20191030,41.72,4.0004,4.2606,0.8,40.9108,42.3803,8.9704,8.5856,8.2079,96863.9966,81005.0663,76057.5563,4041165.9382,3379531.366
300449.SZ,20191030,11.84,11.0347,11.8613,1.15,326.2783,,2.5166,6.8138,8.151,30275.8679,24249.3863,22559.5168,358466.2759,287112.7338
002636.SZ,20191030,8.46,1.6734,1.8504,0.97,21.0211,29.715,2.3646,1.6721,1.881,72800.0,24644.9222,22287.869,615888.0,208496.0418
603859.SH,20191030,24.68,1.7548,4.3733,0.89,61.4481,35.272,3.2086,7.6384,4.729,12626.0295,11356.0,4556.5,311610.4081,280266.08
688009.SH,20191030,7.81,2.198,2.198,0.7,24.2645,21.8794,2.1733,2.067,1.9422,1058981.9,118437.06,118437.06,8270648.639,924993.4386
601118.SH,20191030,4.73,0.4196,1.1771,0.47,88.5314,,2.0868,2.9968,1.7702,427942.7797,427942.7797,152541.5773,2024169.348,2024169.348
002322.SZ,20191030,12.26,0.2763,0.4415,0.46,18.9547,18.2991,1.725,4.8921,4.8834,39666.2205,35095.4475,21963.7089,486307.8633,430270.1864
300056.SZ,20191030,6.26,1.0351,2.2931,0.91,,,2.7558,3.0683,1.026,38549.0443,31042.7968,14012.6699,241317.0173,194327.908
000712.SZ,20191030,13.31,1.5744,2.8056,0.55,,548.2852,3.5079,12.1871,9.2499,89600.0,79599.6797,44666.9171,1192576.0,1059471.7368
300269.SZ,20191030,4.04,2.1959,2.8197,1.58,,,1.1882,0.5896,0.6672,59158.7831,40719.7211,31710.3876,239001.4837,164507.6732
601828.SH,20191030,10.8,0.8231,0.8436,1.06,8.563,9.3497,0.8604,2.6925,2.3855,355000.0,39578.8197,38617.6097,3834000.0,427451.2528
603139.SH,20191030,16.83,0.9199,1.3348,0.72,30.2176,30.4977,1.7374,4.4752,3.887,9988.0,5363.0,3696.0,168098.04,90259.29
601616.SH,20191030,3.11,0.4669,0.6267,1.28,23.3519,,1.1787,4.8836,4.9102,93557.5,93557.5,69699.993,290963.825,290963.825
603286.SH,20191030,15.34,1.7366,2.0866,0.68,61.1692,73.3897,3.0905,3.7933,3.5873,8807.6,4575.1,3807.6,135108.584,70182.034
600764.SH,20191030,27.56,0.3744,1.2082,0.81,161.2142,167.0495,10.0054,31.0386,31.1151,39480.6243,32876.5729,10189.0706,1088086.0057,906078.3491
601928.SH,20191030,7.79,0.5066,0.9396,2.22,14.9633,14.5819,1.4449,1.6817,1.5744,254490.0,254490.0,137211.9742,1982477.1,1982477.1
300057.SZ,20191030,6.24,5.3005,6.3271,1.16,34.1587,30.8971,1.2585,0.9982,0.9751,66685.1335,49063.6525,41102.7988,416115.233,306157.1916
600075.SH,20191030,4.84,0.9857,1.7008,1.12,9.5362,20.1756,0.9888,0.975,1.0259,97252.2352,97252.2352,56361.5222,470700.8184,470700.8184
002377.SZ,20191030,3.87,0.8342,1.5179,1.04,11.3623,10.8581,0.668,0.7791,0.7051,91632.5201,48596.6859,26708.7546,354617.8528,188069.1744
002740.SZ,20191030,8.15,30.9016,31.853,12.79,131.4646,110.9627,1.3188,1.9719,2.1236,45406.1077,19008.4313,18440.7029,370059.7778,154918.7151
300086.SZ,20191030,5.7,6.6375,11.4104,4.38,191.9017,,1.6603,2.9057,2.5437,45000.0,43566.3111,25343.006,256500.0,248327.9733
600298.SH,20191030,30.07,1.2942,2.3805,0.92,28.9261,29.2039,5.1623,3.7065,3.373,82408.0943,82408.0943,44800.7622,2478011.3956,2478011.3956
600509.SH,20191030,3.73,0.6237,1.0059,1.54,86.687,,0.6824,0.8666,0.8847,115141.5017,90569.6586,56157.8973,429477.8013,337824.8266
002224.SZ,20191030,6.64,18.6581,21.145,4.62,57.6151,52.7552,2.1834,5.1743,4.9024,71620.7212,52930.7257,46705.5272,475561.5888,351460.0186
300243.SZ,20191030,8.04,0.9492,1.3753,1.46,20.7108,27.9038,2.8451,1.2923,1.4812,23232.2851,18681.698,12893.6846,186787.5722,150200.8519
000426.SZ,20191030,5.0,0.5472,1.0429,0.55,,,1.8456,3.7663,5.5838,183719.2219,129896.7555,68164.4971,918596.1095,649483.7775
002085.SZ,20191030,6.92,0.184,0.3603,1.07,15.7851,19.4991,2.4937,1.3751,1.4217,218687.9678,211373.5508,107943.1189,1513320.7372,1462704.9715
000568.SZ,20191030,85.8,0.4399,0.9008,0.72,36.0553,29.443,7.1716,9.6263,8.5796,146475.2476,146010.5295,71304.5764,12567576.2441,12527703.4311
603618.SH,20191030,5.79,0.5426,1.2557,0.89,39.7441,32.2661,1.6232,0.914,0.852,69102.5173,69102.5173,29860.2914,400103.5752,400103.5752
600790.SH,20191030,3.59,0.2245,0.3607,0.83,10.238,11.3601,0.9793,5.3675,5.3175,146579.0928,146579.0928,91242.828,526218.9432,526218.9432
603817.SH,20191030,6.68,0.8778,1.0032,0.81,25.7725,23.2496,1.9255,6.2301,5.0713,45000.0,18000.0,15750.01,300600.0,120240.0
603228.SH,20191030,44.11,1.8128,1.8128,0.51,33.1032,33.0125,5.1104,5.3295,4.5199,60237.161,14049.4813,14049.4813,2657061.1717,619722.6201
600162.SH,20191030,2.35,0.3288,0.6576,1.21,15.6826,11.7408,1.5725,1.9297,1.7296,339578.1424,298025.4559,149021.6615,798008.6346,700359.8214
002889.SZ,20191030,27.14,10.7765,10.7767,1.22,27.8182,25.4362,2.4303,0.2906,0.2547,13810.1429,3720.2554,3720.1929,374807.2783,100967.7316
600278.SH,20191030,13.25,4.0571,11.0731,1.52,45.624,48.7451,1.7407,0.4133,0.4096,52224.1739,52224.1739,19134.4957,691970.3042,691970.3042
601975.SH,20191030,2.91,1.6663,1.6663,1.06,40.5773,21.7448,3.3557,4.3271,3.7918,502340.0024,189855.1957,189855.1957,1461809.407,552478.6195
000923.SZ,20191030,14.84,0.7452,1.1935,0.89,72.2076,32.0288,1.4519,1.9482,1.8217,65272.8961,19800.0,12363.4034,968649.7781,293832.0
601799.SH,20191030,85.11,0.647,1.5087,1.02,38.4966,33.452,5.0794,4.6321,4.3088,27615.5232,27615.5232,11842.3532,2350357.1796,2350357.1796
300357.SZ,20191030,44.6,0.5447,1.0148,0.66,100.2724,80.4883,19.1541,46.6342,37.9674,52358.4,45739.3493,24548.265,2335184.64,2039974.9788
002947.SZ,20191030,46.5,48.3421,48.3421,7.25,44.8405,36.5648,4.8492,11.2859,10.3174,12151.201,3037.8003,3037.8003,565030.8465,141257.714
002028.SZ,20191030,12.39,3.3798,4.3032,1.19,31.9695,20.2456,1.9178,1.9596,1.5834,76020.9282,58723.3961,46123.4367,941899.3004,727582.8777
300207.SZ,20191030,13.34,2.102,3.1515,1.38,29.435,26.664,3.7434,1.0152,0.8268,154774.82,138261.7875,92218.9704,2064696.0988,1844412.2453
300376.SZ,20191030,4.2,0.1965,0.5527,0.98,17.256,23.8636,1.8942,2.0944,3.0191,231982.5036,230819.6846,82073.3929,974326.5151,969442.6753
000518.SZ,20191030,3.22,0.3968,0.5127,0.77,,,5.6206,8.3819,8.5312,102955.6222,102953.5693,79680.411,331517.1035,331510.4931
603299.SH,20191030,6.94,0.6384,1.268,0.69,37.1625,20.4816,1.3817,1.9481,1.3894,77573.0854,55944.0,28167.6029,538357.2127,388251.36
300079.SZ,20191030,5.04,1.884,1.9693,0.83,85.458,120.429,1.8779,4.601,5.6718,142980.8862,123758.5166,118395.0536,720623.6664,623742.9237
600247.SH,20191030,3.63,0.3626,0.3927,1.14,164.6495,,,38.6084,88.5612,33644.16,33644.16,31064.16,122128.3008,122128.3008
600094.SH,20191030,6.66,1.5472,2.247,0.75,29.9378,17.2282,1.3069,1.2318,1.1956,247532.5057,227660.4962,156764.2523,1648566.488,1516218.9047
