ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
603738.SH,20191025,19.34,2.1124,4.672,1.02,88.8885,235.7489,3.998,5.2869,5.9941,16710.8224,16710.8224,7555.7557,323187.3052,323187.3052
000711.SZ,20191025,4.75,1.2075,1.5394,0.96,47.4216,501.6319,0.9297,1.9521,2.1625,102366.7816,40644.92,31882.0747,486242.2126,193063.37
002073.SZ,20191025,5.69,1.1638,1.2178,1.03,,,1.229,1.9248,1.749,93398.6674,81896.85,78264.1378,531438.4175,465993.0765
600135.SH,20191025,7.14,1.0861,1.6483,1.84,241.4966,53.7928,1.7566,1.9109,1.7087,49853.4017,37299.1735,24575.7574,355953.2881,266316.0988
002239.SZ,20191025,1.87,2.5545,5.8377,9.94,147.1186,,1.1245,1.4314,1.7404,313135.9417,309228.3285,135312.7538,585564.211,578256.9743
300563.SZ,20191025,30.38,2.7233,2.7233,0.72,55.0631,50.7687,4.7467,6.5652,5.6441,8000.0,3077.9,3077.9,243040.0,93506.602
002725.SZ,20191025,9.91,2.5355,4.004,0.89,54.331,38.8944,2.6383,2.6227,2.8481,25600.0,17657.485,11181.475,253696.0,174985.6764
000010.SZ,20191025,3.55,0.2961,0.3436,0.49,,,6.7754,8.4262,4.0951,81985.4713,52209.3498,44989.8834,291048.4231,185343.1918
603218.SH,20191025,19.06,1.8544,2.5693,0.82,36.0981,26.8547,3.2729,4.3085,3.5373,53134.7,12925.7765,9329.4811,1012747.382,246365.3001
600036.SH,20191025,36.4,0.1193,0.1983,0.65,11.3953,10.6231,1.7996,3.6934,3.5212,2521984.5601,2062894.4429,1241481.2046,91800237.9876,75089357.7216
600853.SH,20191025,3.28,1.7612,2.6421,2.4,18.7765,17.5665,1.7496,0.2615,0.2544,83741.7955,69784.9955,46517.6263,274673.0892,228894.7852
603658.SH,20191025,97.8,0.192,1.1629,0.72,73.0148,64.5664,21.4737,21.2865,18.1693,42000.0,42000.0,6935.78,4107600.0,4107600.0
002912.SZ,20191025,101.25,2.2444,2.5263,0.87,52.7724,51.7003,8.3708,15.6326,14.2101,10672.0,5182.0,4603.819,1080540.0,524677.5
601188.SH,20191025,3.04,0.1654,0.5284,0.81,13.2501,12.2337,0.947,5.7231,5.6482,131587.8571,131587.8571,41200.0,400027.0856,400027.0856
002508.SZ,20191025,29.06,0.5035,1.0657,0.62,18.7154,18.5884,4.6272,3.7144,3.699,94902.405,93490.0781,44169.8796,2757863.8893,2716821.6696
603020.SH,20191025,8.34,1.3745,2.6202,1.11,24.2276,20.8869,1.3185,1.0676,1.0733,32000.0,32000.0,16786.0,266880.0,266880.0
300515.SZ,20191025,9.84,1.4736,2.9313,0.58,56.704,50.5161,4.1941,7.8252,7.1885,20206.0,17112.7275,8602.7475,198827.04,168389.2386
000911.SZ,20191025,5.12,0.7898,1.3665,0.77,,,,0.4611,0.4611,32408.0937,32408.0937,18731.2137,165929.4397,165929.4397
600425.SH,20191025,3.66,0.6596,0.9325,1.07,13.8173,12.3213,1.1105,2.0909,1.8224,137879.0086,137879.0086,97525.9388,504637.1715,504637.1715
002606.SZ,20191025,5.94,1.3061,1.8956,0.75,,,2.7241,4.0082,4.1323,40749.6,40659.6,28014.2246,242052.624,241518.024
002543.SZ,20191025,9.67,0.1715,0.5861,0.96,14.7071,13.2625,2.1379,1.04,1.0731,74360.0,63083.9397,18463.8582,719061.2,610021.6969
603808.SH,20191025,15.07,1.2795,3.2162,0.53,13.7286,12.7216,2.1665,2.057,1.9119,33252.2111,33251.5611,13228.1811,501110.8213,501101.0258
000881.SZ,20191025,7.05,0.5351,0.678,1.35,22.6029,28.6593,1.2698,1.0652,1.0621,102499.7876,30805.44,24311.1921,722623.5026,217178.352
300335.SZ,20191025,5.9,1.3081,1.4912,0.9,13.247,16.9965,1.5967,1.2059,1.409,36291.6784,27207.5696,23867.7815,214120.9026,160524.6606
300748.SZ,20191025,38.43,3.2104,7.2884,0.62,107.9371,114.2275,13.5856,12.3225,10.7668,41342.4188,25450.3188,11210.3188,1588789.1545,978055.7515
600601.SH,20191025,3.33,0.277,0.3382,0.85,132.691,,2.4803,1.282,1.3073,219489.1204,219489.1204,179752.6279,730898.7709,730898.7709
603778.SH,20191025,4.96,0.6955,1.5735,1.19,,,2.4409,7.0335,7.2088,50000.0,50000.0,22099.8093,248000.0,248000.0
603927.SH,20191025,89.91,35.4163,35.4163,1.35,118.9314,108.5952,21.5536,7.8595,7.4117,42400.0,4240.0,4240.0,3812184.0,381218.4
000797.SZ,20191025,3.46,0.1732,0.3735,0.87,17.8212,17.4898,1.1021,1.1172,0.9764,157174.8764,155919.8089,72305.0941,543825.0723,539482.5388
002251.SZ,20191025,7.85,1.0637,2.1725,1.46,43.5951,36.2341,0.886,0.3686,0.3588,86390.3951,84692.0256,41467.5061,678164.6015,664832.401
603369.SH,20191025,31.02,0.3751,0.7716,0.74,33.8179,28.4729,5.7626,10.416,8.7823,125450.0,125450.0,60992.5962,3891459.0,3891459.0
300657.SZ,20191025,33.18,1.9905,2.3386,0.79,58.2653,40.0834,4.8617,3.0558,2.7431,20711.3428,11163.0657,9501.5513,687202.3541,370390.5199
002886.SZ,20191025,24.53,11.7141,11.7141,1.32,83.1747,85.1325,4.3392,3.607,3.2819,11883.725,4960.9013,4960.9013,291507.7743,121690.9089
603356.SH,20191025,13.26,5.0991,7.3793,1.03,28.9471,23.8758,2.4333,1.8119,1.3456,13334.0,9024.0,6235.58,176808.84,119658.24
300003.SZ,20191025,27.38,0.7491,1.0686,0.72,40.0279,31.1846,6.9071,7.6745,6.6617,178165.2921,151524.9711,106215.2837,4878165.6977,4148753.7087
000812.SZ,20191025,3.4,1.4273,1.7121,1.36,116.9715,114.4433,1.8858,2.6783,2.6318,76869.2614,67030.3988,55881.713,261355.4888,227903.3559
601577.SH,20191025,9.06,1.2714,1.2714,0.96,6.9216,6.5051,0.9933,2.2236,1.9814,342155.3754,99533.2714,99533.2714,3099927.7011,901771.4389
600125.SH,20191025,5.92,0.6003,0.8577,1.16,15.2164,15.5823,1.3366,0.4942,0.4911,130552.1874,130552.1874,91377.407,772868.9494,772868.9494
002242.SZ,20191025,20.99,0.6085,1.8677,1.34,21.3534,20.3815,4.8773,1.9717,1.8478,76731.2,76303.854,24859.0704,1610587.888,1601617.8955
603217.SH,20191025,51.91,1.884,1.884,0.44,19.5667,23.2098,2.2426,3.4561,3.6311,9104.0,2276.0,2276.0,472588.64,118147.16
600698.SH,20191025,3.06,1.2251,2.0922,0.98,,,6.0733,6.3383,7.035,97181.744,73711.3859,43163.8871,297376.1366,225556.8409
002836.SZ,20191025,13.45,1.7077,2.1487,0.65,43.4469,37.2551,5.6925,7.6723,5.3044,16000.0,5636.8,4480.0,215200.0,75814.96
600785.SH,20191025,15.09,0.0564,0.094,0.5,24.7904,23.7113,1.4829,0.4465,0.447,22563.128,22563.128,13531.4686,340477.6015,340477.6015
603123.SH,20191025,6.28,0.3193,0.8525,0.83,18.8487,17.4086,1.0413,0.6574,0.6613,52414.4222,52414.4222,19630.2789,329162.5714,329162.5714
603912.SH,20191025,15.29,4.9826,10.2385,0.54,31.1045,32.0423,4.3234,6.205,5.0424,21700.3,10908.8,5308.8,331797.587,166795.552
002544.SZ,20191025,13.2,1.4193,2.4211,0.91,547.091,480.8808,3.6449,1.2028,1.1721,57115.722,51266.2189,30054.0408,753927.5304,676714.0895
603659.SH,20191025,49.62,0.313,0.4144,0.76,36.2967,35.8897,7.1875,6.5145,5.2473,43469.55,19311.9167,14583.4801,2156959.071,958257.3067
300499.SZ,20191025,14.21,3.3393,4.4942,0.6,45.9678,41.0311,3.7562,4.0449,3.4371,18596.685,12492.8858,9282.3746,264258.8939,177523.9072
600076.SH,20191025,4.33,1.1409,1.6373,2.02,9.5776,9.7825,1.1302,1.956,2.1322,103426.4129,103426.4129,72070.0362,447836.3679,447836.3679
300277.SZ,20191025,7.8,2.5836,6.1407,1.97,325.8813,160.3386,5.6162,9.8928,8.0212,33500.0,33439.0625,14069.0045,261300.0,260824.6875
002204.SZ,20191025,3.24,0.1915,0.5063,1.04,406.5297,90.0843,0.9413,0.9522,0.8683,193137.0032,193137.0032,73048.9274,625763.8904,625763.8904
601390.SH,20191025,5.88,0.1638,0.4336,1.03,8.4007,7.956,0.6995,0.1958,0.1843,2457092.9283,1863691.1543,703814.7153,14447706.4184,10958503.9873
603225.SH,20191025,11.48,0.6488,0.6488,0.64,9.6099,11.4021,1.6506,0.4187,0.3955,119123.2581,16664.2581,16664.2581,1367535.003,191305.683
000890.SZ,20191025,5.61,2.8322,4.4493,0.86,,,4.0099,1.2542,1.4613,37964.16,37962.4602,24164.826,212978.9376,212969.4017
603032.SH,20191025,24.58,2.5023,3.6061,0.89,15.1842,15.0388,5.7872,23.0855,25.7425,16000.8,7840.8,5440.888,393299.664,192726.864
600917.SH,20191025,7.49,0.7644,6.9319,1.48,33.5215,31.0349,2.8277,1.8291,1.6437,155600.0,155600.0,17158.0,1165444.0,1165444.0
000683.SZ,20191025,2.35,0.3086,0.4727,0.9,7.0908,8.2283,0.9309,1.0335,1.169,392439.8991,353778.1624,230984.8221,922233.7629,831378.6816
002039.SZ,20191025,14.41,0.4299,0.5808,1.92,11.9654,12.1989,1.5548,1.8424,1.9079,30539.8662,30539.1913,22603.7857,440079.4719,440069.7466
300723.SZ,20191025,38.15,1.2198,1.2198,0.73,29.5313,25.3382,4.4431,4.3014,3.9998,16118.3,4632.4743,4632.4743,614913.145,176728.8945
600070.SH,20191025,8.47,0.7358,0.955,0.75,20.3925,10.5806,1.6745,1.5977,1.395,52194.6118,44134.806,34007.4618,442088.3619,373821.8068
002178.SZ,20191025,3.6,1.4434,2.2688,0.43,,,3.126,2.257,2.5956,71215.3001,71125.6616,45249.4622,256375.0804,256052.3818
000558.SZ,20191025,3.4,1.1428,2.4783,1.39,,,3.5883,6.2399,13.6732,128922.3949,128841.9854,59411.9674,438336.1427,438062.7504
300294.SZ,20191025,32.9,0.8743,1.6025,0.9,30.3861,28.4426,3.7477,5.8158,4.9727,43332.4863,43332.4863,23642.2086,1425638.7993,1425638.7993
002595.SZ,20191025,18.9,0.1915,0.2614,1.04,20.4572,19.8572,3.4096,4.0597,3.8097,80000.0,52705.1434,38617.3529,1512000.0,996127.2103
600973.SH,20191025,3.74,0.2074,0.3499,0.73,38.8355,32.6836,1.2297,0.142,0.1446,122211.2517,122211.2517,72435.2969,457070.0814,457070.0814
600180.SH,20191025,7.35,0.0937,0.2666,0.63,15.7132,16.7083,1.2526,0.1961,0.2168,101647.7464,101647.7464,35735.3567,747110.936,747110.936
000403.SZ,20191025,35.01,0.458,0.9962,0.52,119.3124,75.1898,12.4735,11.0985,11.0102,27257.7599,27140.4099,12477.2604,954294.1741,950185.7506
000875.SZ,20191025,3.41,1.4089,1.7857,1.1,63.8603,43.0243,0.9639,1.0024,0.9339,214631.398,195430.7631,154199.3807,731893.0672,666418.9022
000861.SZ,20191025,2.71,0.1928,0.4252,0.5,44.0081,48.6177,1.7858,2.4174,2.5547,223628.5287,204477.7224,92749.7931,606033.3128,554134.6277
600332.SH,20191025,35.1,0.4697,0.9804,1.27,16.584,16.9356,2.4972,1.3512,0.9396,162579.0949,140589.0949,67358.5846,5706526.231,4934677.231
601860.SH,20191025,6.59,4.9931,4.9931,0.61,19.2422,17.182,1.8036,5.704,4.9427,366088.8889,36608.8889,36608.8889,2412525.7779,241252.5779
300629.SZ,20191025,17.91,1.0255,1.1894,0.75,265.1921,,3.2474,10.2785,11.9621,12125.5773,4353.4842,3753.4842,217169.0894,77970.902
000750.SZ,20191025,4.94,0.6949,1.0935,1.09,284.7139,57.9192,1.4993,9.811,6.9456,421554.1972,421553.8597,267884.0002,2082477.7342,2082476.0669
002873.SZ,20191025,16.0,2.8589,3.9922,0.69,26.3969,24.7975,2.6277,2.6986,2.4603,11709.6,6153.9664,4406.9714,187353.6,98463.4624
600802.SH,20191025,7.68,0.6497,1.0348,0.65,8.6898,9.0785,2.5791,0.9951,0.979,38187.3666,38187.3666,23976.8793,293278.9755,293278.9755
300090.SZ,20191025,1.74,4.931,5.9416,0.7,,,,4.4555,6.8481,131995.2922,114151.5393,94735.919,229671.8084,198623.6784
600773.SH,20191025,5.62,0.2206,0.3846,0.8,44.1995,43.3876,1.3769,3.9139,3.8054,81966.0744,74610.4694,42804.3039,460649.3381,419310.838
300314.SZ,20191025,10.23,2.6613,5.2456,1.5,102.2551,93.0865,3.6502,9.811,8.6312,28800.0,18912.8636,9595.1586,294624.0,193478.5946
000848.SZ,20191025,7.7,0.5085,0.8573,1.21,18.2419,17.7012,3.9793,3.5509,3.3934,97856.2728,97835.5383,58023.5505,753493.3006,753333.6449
600319.SH,20191025,5.11,3.2436,4.8721,0.6,518.9694,132.716,28.7131,0.8023,0.8722,31559.4,31559.4,21010.7241,161268.534,161268.534
000697.SZ,20191025,12.4,0.4337,0.4702,0.87,339.2002,76.9441,2.7563,5.1968,4.2156,67161.6059,45377.1723,41847.0947,832803.9132,562676.9365
000037.SZ,20191025,13.53,0.3169,0.5366,0.93,423.5731,,4.1056,4.3266,7.536,60276.2596,33889.4011,20012.1057,815537.7924,458523.5969
300761.SZ,20191025,76.36,23.0152,23.0152,3.78,23.7289,19.346,5.0687,4.2749,3.7837,40388.0,4128.0,4128.0,3084027.68,315214.08
000798.SZ,20191025,6.4,2.5074,6.144,4.71,35.7179,219.5243,2.7177,3.2649,3.1808,31945.5,31938.9,13034.3254,204451.2,204408.96
000158.SZ,20191025,7.82,11.2758,23.3913,3.03,69.5021,69.4705,2.1573,1.3386,1.2602,165287.4961,162423.058,78296.1847,1292548.2195,1270148.3136
002546.SZ,20191025,4.0,0.4372,0.8515,0.86,21.3545,20.9623,1.1618,4.7207,4.6899,83404.9096,78190.3696,40142.2443,333619.6384,312761.4784
300001.SZ,20191025,16.81,0.5163,0.9953,1.2,93.6851,119.5969,5.2449,2.8405,2.9688,99757.0075,92168.4344,47812.6928,1676915.2961,1549351.3823
603331.SH,20191025,16.7,2.8688,2.8688,1.44,30.434,28.1995,2.9209,2.7691,2.656,12843.23,3181.33,3181.33,214481.941,53128.211
300318.SZ,20191025,4.29,0.8857,2.296,2.48,50.4693,68.5988,3.4359,5.6334,5.4065,81690.0495,72539.4829,27982.9363,350450.3124,311194.3816
002800.SZ,20191025,28.88,10.7134,20.6757,0.77,371.2489,67.4932,4.6174,2.2737,1.7294,7468.0,7139.875,3699.625,215675.84,206199.59
603583.SH,20191025,34.02,2.2092,3.3288,1.17,23.7806,20.1999,3.6405,5.4111,4.6873,17750.175,10554.26,7004.66,603860.9535,359055.9252
603005.SH,20191025,21.69,5.2058,7.3464,2.69,70.0423,72.7662,2.7215,8.798,10.1958,22967.9455,17463.1179,12374.6995,498174.7379,378775.0273
603856.SH,20191025,10.57,2.1425,2.3795,1.46,17.5439,15.8402,1.6931,1.6552,1.5576,25641.46,9142.9,8232.2497,271030.2322,96640.453
600421.SH,20191025,8.16,0.2203,0.4743,0.67,,,,1591.7914,319.2602,19560.0,19560.0,9085.2748,159609.6,159609.6
600808.SH,20191025,2.7,0.261,0.6329,1.43,3.4984,5.6817,0.7716,0.2537,0.2635,770068.1186,596775.1186,246128.373,2079183.9202,1611292.8202
603696.SH,20191025,9.74,1.1441,3.8457,0.97,58.0221,49.2407,3.9763,6.7575,5.8252,23520.0,23520.0,6997.2,229084.8,229084.8
600996.SH,20191025,9.02,2.0002,2.4987,1.14,30.4326,42.8352,2.0382,2.936,2.8455,105167.8632,30709.7498,24583.3746,948614.1261,277001.9432
002086.SZ,20191025,4.11,1.5108,2.0373,0.93,,,1.1145,4.2875,4.984,75635.0,54426.72,40361.7199,310859.85,223693.8192
600062.SH,20191025,12.5,0.4685,1.1709,0.86,13.4633,12.7372,1.5927,1.5855,1.4485,104323.771,104323.771,41744.2086,1304047.1375,1304047.1375
600575.SH,20191025,2.8,0.645,1.4866,0.61,26.1526,16.8137,1.1913,0.9814,0.9037,388626.1065,388626.1065,168616.7316,1088153.0982,1088153.0982
000019.SZ,20191025,6.19,0.4723,0.7264,0.81,23.1381,13.4672,1.6745,0.6631,0.4631,115253.5254,41592.0398,27042.0418,713419.3222,257454.7264
600763.SH,20191025,106.06,0.7952,1.3544,1.02,102.4023,83.9662,22.3432,21.9962,19.9151,32064.0,32064.0,18824.4,3400707.84,3400707.84
603000.SH,20191025,20.94,1.9035,4.436,0.79,108.2474,82.6424,7.9936,13.6701,12.342,110569.1056,110569.1056,47444.2971,2315317.0713,2315317.0713
603320.SH,20191025,17.65,1.9502,1.9502,0.65,41.2067,42.557,2.8055,2.7801,2.6887,10000.0,3250.0,3250.0,176500.0,57362.5
300471.SZ,20191025,9.74,5.4676,8.6004,0.95,,,2.9469,9.5909,8.5264,36472.0,27173.4557,17275.1844,355237.28,264669.4585
300516.SZ,20191025,32.12,1.1194,3.9278,1.11,126.3131,108.5422,5.539,12.3805,10.9475,18000.0,18000.0,5129.995,578160.0,578160.0
300184.SZ,20191025,6.67,2.1935,2.3014,0.95,21.9875,25.5432,1.6917,0.7278,0.6517,117815.8222,60709.2431,57864.3823,785831.5341,404930.6515
002611.SZ,20191025,4.57,1.1312,1.3863,0.81,,,2.0197,1.269,0.9605,183864.7096,110611.79,90254.8374,840261.7229,505495.8803
603329.SH,20191025,16.32,3.7533,4.7976,0.74,47.8839,86.3769,3.0099,1.231,1.0683,13200.0,6468.0,5060.13,215424.0,105557.76
603069.SH,20191025,6.59,0.585,1.5496,0.65,35.3679,40.5873,1.8589,1.864,1.8676,31600.0,31600.0,11929.0,208244.0,208244.0
600976.SH,20191025,16.5,0.6243,0.8508,1.03,31.1641,30.9365,2.1381,1.171,1.0537,15339.86,15329.86,11249.0486,253107.69,252942.69
600290.SH,20191025,3.95,0.8948,1.2936,0.39,,,0.7363,1.9159,2.2966,75990.3511,75990.3511,52561.9749,300161.8868,300161.8868
300142.SZ,20191025,29.75,0.9023,1.1131,0.63,43.7187,42.5298,9.4793,52.0323,41.4615,153743.6984,145450.4651,117901.7078,4573875.0274,4327151.3367
002332.SZ,20191025,8.28,0.9541,1.2208,0.75,25.1731,21.5661,2.7857,2.0946,2.0378,91621.2166,90400.9941,70652.1637,758623.6734,748520.2311
603232.SH,20191025,29.42,3.3585,4.2771,0.93,49.6895,51.1262,5.8916,11.5615,11.3588,12126.8,7266.14,5705.56,356770.456,213769.8388
300025.SZ,20191025,5.81,3.3908,4.0746,0.51,227.6993,48.1679,3.2579,1.8254,2.1576,42853.0562,39909.3794,33211.8754,248976.2565,231873.4943
300605.SZ,20191025,13.35,7.6264,8.6458,0.64,41.2226,39.2806,4.3997,4.2048,4.0275,16531.4091,7348.4812,6482.0127,220694.3115,98102.224
600674.SH,20191025,9.7,0.1583,0.5038,0.86,11.9608,12.4514,1.6334,49.4478,50.7777,440214.048,440214.048,138299.2298,4270076.2656,4270076.2656
600723.SH,20191025,5.96,0.2617,0.6208,0.8,10.7809,10.9982,0.9631,0.3896,0.3917,65840.7554,65806.9554,27738.3453,392410.9022,392209.4542
300721.SZ,20191025,18.4,3.3372,3.4512,0.7,41.4969,134.5097,1.7373,1.3154,1.5564,8058.5,4167.2605,4029.6697,148276.4,76677.5932
300169.SZ,20191025,5.88,6.9268,8.1699,0.77,118.3656,132.4943,1.5927,2.1191,2.1673,32598.434,26260.1015,22264.5449,191678.7919,154409.3968
603721.SH,20191025,17.01,5.3106,6.9045,1.82,80.7525,,4.304,7.0563,8.0627,13000.0,6154.9927,4734.101,221130.0,104696.4258
600166.SH,20191025,2.01,0.3194,0.4695,0.89,,,0.8843,0.3219,0.2908,657519.2047,657519.2047,447327.6713,1321613.6014,1321613.6014
000673.SZ,20191025,2.99,2.2505,3.4861,2.21,,,4.728,3.0491,4.7827,79155.0442,78951.0358,50967.7712,236673.5822,236063.597
601838.SH,20191025,8.57,0.7015,0.7293,0.84,6.6587,6.1533,0.9935,2.671,2.5241,361225.1334,186663.4468,179547.9568,3095699.3932,1599705.7391
002456.SZ,20191025,11.28,4.1662,6.0809,0.79,,,3.5013,0.7109,0.6146,271286.7125,266803.0164,182792.7573,3060114.117,3009538.025
002207.SZ,20191025,6.23,0.1526,0.1995,0.41,,,213.3317,5.722,5.1746,23917.7378,23738.7884,18164.9606,149007.5065,147892.6517
601996.SH,20191025,2.96,0.5041,0.8792,1.25,24.4617,21.1195,1.2648,2.1233,1.8458,114573.68,107572.69,61678.09,339138.0928,318415.1624
603926.SH,20191025,11.97,2.672,2.9476,2.84,23.0167,22.0217,1.6597,1.9869,1.7039,16036.41,8595.4079,7791.6412,191955.8277,102887.0326
300347.SZ,20191025,65.75,1.2223,1.3512,0.94,104.3828,81.3803,14.1092,21.4234,18.9192,74962.5577,52877.0451,47833.329,4928788.1688,3476665.7153
002464.SZ,20191025,8.13,2.7741,5.1579,0.61,42.2414,59.5762,2.744,5.3589,5.9874,52179.4388,52174.9964,28061.8534,424218.8374,424182.7207
600683.SH,20191025,4.03,0.2695,0.6383,1.76,8.3422,9.3384,1.1414,0.3743,0.4225,74077.7597,74077.7597,31276.0244,298533.3716,298533.3716
000728.SZ,20191025,8.53,0.3248,0.5195,1.43,42.823,27.551,1.1528,11.3114,9.0901,336544.7047,294612.96,184178.2138,2870726.3311,2513048.5488
002738.SZ,20191025,16.0,0.4204,0.6387,0.74,40.1117,22.8385,1.6976,5.1281,3.9036,27792.6476,18308.8356,12051.3013,444682.3616,292941.3696
000420.SZ,20191025,2.24,0.2883,0.5287,1.45,33.3378,35.4874,1.4764,1.7228,1.7071,197070.6656,185048.0524,100901.2595,441438.2909,414507.6374
000989.SZ,20191025,8.16,0.7259,1.3051,1.47,21.6732,40.0776,1.7849,2.2717,2.3563,86935.4236,58888.8095,32754.3894,709393.0566,480532.6855
601179.SH,20191025,3.52,0.1231,0.3723,1.13,31.6989,35.3823,0.9278,1.318,1.2393,512588.2352,512588.2352,169567.4299,1804310.5879,1804310.5879
300453.SZ,20191025,8.0,4.7897,5.275,1.44,51.078,40.5068,3.2912,3.9556,3.2909,26270.5,14839.9195,13474.8375,210164.0,118719.356
002194.SZ,20191025,22.82,6.4738,16.0225,1.41,68.2473,35.8581,7.4813,10.7824,8.3338,56466.9722,37168.8939,15017.9788,1288576.3056,848194.1588
002231.SZ,20191025,6.95,0.9427,2.2449,0.9,,,4.515,10.0181,10.1672,35680.0,28892.5,12132.5,247976.0,200802.875
600795.SH,20191025,2.34,0.2157,0.3995,1.22,33.5815,25.1779,0.8765,0.7021,0.512,1965039.7845,1965039.7845,1061168.8274,4598193.0957,4598193.0957
001696.SZ,20191025,5.59,0.5441,0.7171,1.01,17.112,15.2476,1.5811,1.1058,1.1756,114502.692,89117.96,67623.81,640070.0483,498169.3964
000679.SZ,20191025,4.0,3.097,4.3299,1.0,,,1.6681,1.3108,1.462,35640.0,35635.0622,25488.6022,142560.0,142540.2488
601929.SH,20191025,2.15,0.2479,0.3801,1.15,21.9688,24.6723,1.0049,3.3244,3.3516,311106.0262,311106.0262,202877.2898,668877.9563,668877.9563
002101.SZ,20191025,7.85,2.977,6.0098,0.78,12.4177,15.1152,0.9592,0.6896,0.6822,53236.3366,42557.5704,21080.884,417905.2423,334076.9276
600507.SH,20191025,8.35,0.2394,0.3612,0.82,4.1301,4.5169,2.0707,0.6994,0.6988,144777.0416,138695.6166,91926.3834,1208888.2974,1158108.3986
600469.SH,20191025,5.24,0.7402,1.3355,0.92,161.2974,11.6606,1.3973,0.4739,0.4839,56241.3222,56241.3222,31170.1648,294704.5283,294704.5283
600552.SH,20191025,5.48,1.0923,1.5008,0.54,97.176,88.8789,1.7058,1.3733,1.1876,76388.4003,76388.4003,55596.37,418608.4336,418608.4336
002553.SZ,20191025,5.51,1.3852,1.9139,1.26,21.2673,50.1006,2.7539,4.8783,4.864,34800.0,23429.4201,16957.8268,191748.0,129096.1048
002665.SZ,20191025,3.37,0.5766,0.7679,0.43,,,1.2727,14.8784,17.6636,253872.0737,225637.2539,169441.8694,855548.8884,760397.5456
300632.SZ,20191025,21.78,15.9108,15.9918,2.05,33.6172,21.4025,5.2792,5.1457,3.8987,18298.2997,5782.1691,5752.8691,398536.9675,125935.643
002619.SZ,20191025,3.08,2.0198,3.0774,0.4,8.4849,9.7014,0.8599,6.852,6.8249,184489.6231,142081.2318,93252.5648,568228.0391,437610.1939
300183.SZ,20191025,13.95,0.9326,1.1979,0.9,36.676,37.8065,2.3075,6.4626,7.1677,46943.1257,26825.1127,20885.1127,654856.6035,374210.3222
002269.SZ,20191025,2.13,0.1086,0.2688,0.88,132.5921,,1.9558,0.6971,0.8312,251250.0,251250.0,101501.3641,535162.5,535162.5
603887.SH,20191025,19.45,1.7885,2.9758,1.92,69.3311,32.7794,1.7146,3.9705,2.7331,25729.0894,14143.92,8500.772,500430.7888,275099.244
300591.SZ,20191025,5.96,4.2763,4.9,1.4,49.1972,48.384,3.6706,2.6817,2.5319,31200.0,11440.0,9983.99,185952.0,68182.4
002769.SZ,20191025,8.6,0.868,1.2513,0.88,31.4411,40.9586,2.3415,0.5562,0.472,37331.8054,23643.6179,16401.0904,321053.5264,203335.1139
600609.SH,20191025,3.97,0.2997,0.5083,1.04,53.7138,59.1197,10.9268,0.7058,0.6804,109266.7132,109266.7132,64421.9183,433788.8514,433788.8514
300482.SZ,20191025,49.81,1.0783,1.7479,0.93,55.4666,45.464,8.0656,10.3448,8.8853,34269.3153,23968.5636,14786.0117,1706954.5951,1193874.1529
002557.SZ,20191025,33.18,0.7684,1.5738,0.51,38.8677,31.7087,4.8721,4.0081,3.7328,50700.0,50700.0,24752.5099,1682226.0,1682226.0
300053.SZ,20191025,10.2,0.8128,0.8927,0.72,75.449,76.2381,2.2198,7.9052,7.709,70215.8212,57422.1768,52287.0463,716201.3762,585706.2034
603628.SH,20191025,8.22,1.0708,1.0709,0.99,90.501,67.9428,2.3397,2.341,1.9516,27380.0,8880.0,8879.22,225063.6,72993.6
002131.SZ,20191025,1.98,2.1659,2.5896,0.49,,,1.6438,1.075,1.0397,665114.0391,537707.4322,449722.1686,1316925.7974,1064660.7158
601211.SH,20191025,17.5,0.2417,0.4201,0.94,23.2389,20.1949,1.2336,6.8617,6.1487,890794.8056,751612.0876,432351.298,15588909.098,13153211.533
300730.SZ,20191025,16.41,7.2942,7.2942,0.58,73.848,71.4048,6.8942,7.7958,7.4606,15800.8198,7556.3773,7556.3773,259291.4529,124000.1515
000100.SZ,20191025,3.38,0.6635,0.752,0.77,13.205,11.5226,1.5145,0.404,0.4378,1354964.8507,1265982.7894,1116929.6504,4579781.1954,4279021.8282
000759.SZ,20191025,7.32,0.1479,0.4904,0.58,11.5677,606.35,1.4686,0.3278,0.325,68102.15,68061.0192,20525.6594,498507.738,498206.6605
000539.SZ,20191025,3.99,0.0716,0.2243,0.94,44.1524,34.5005,0.8643,0.7643,0.7939,525028.3986,255390.704,81487.7035,2094863.3104,1019008.909
002818.SZ,20191025,12.54,1.0685,1.1221,0.89,12.9039,12.6713,2.0121,6.6754,6.4977,75649.49,15086.9924,14367.3678,948644.6046,189190.8847
603040.SH,20191025,31.8,4.5251,4.5251,4.71,24.6408,22.832,3.3776,8.4013,7.9301,7948.2884,3222.3035,3222.3035,252755.5711,102469.2513
002792.SZ,20191025,26.06,2.2502,3.1426,0.99,198.1816,159.0317,4.4337,6.9606,6.3233,33784.02,14989.8307,10733.2314,880411.5612,390634.988
300617.SZ,20191025,22.03,0.5103,0.5787,0.66,29.2674,32.2826,2.7822,6.8832,7.6445,10000.5,3670.5,3236.99,220311.015,80861.115
