FSRQ,DWJZ,JZZZL,SGZT,SHZT
2018-10-08,0.879,,开放申购,开放赎回
2018-10-09,0.8784,,开放申购,开放赎回
2018-10-10,0.8766,,开放申购,开放赎回
2018-10-11,0.8376,,开放申购,开放赎回
2018-10-12,0.849,,开放申购,开放赎回
2018-10-15,0.8379,,开放申购,开放赎回
2018-10-16,0.8314,,开放申购,开放赎回
2018-10-17,0.8358,,开放申购,开放赎回
2018-10-18,0.8172,,开放申购,开放赎回
2018-10-19,0.84,,开放申购,开放赎回
2018-10-22,0.874,,开放申购,开放赎回
2018-10-23,0.8521,,开放申购,开放赎回
2018-10-24,0.8533,,开放申购,开放赎回
2018-10-25,0.8549,,开放申购,开放赎回
2018-10-26,0.8497,,开放申购,开放赎回
2018-10-29,0.8258,,开放申购,开放赎回
2018-10-30,0.8343,,开放申购,开放赎回
2018-10-31,0.8452,,开放申购,开放赎回
2018-11-01,0.851,,开放申购,开放赎回
2018-11-02,0.8795,,开放申购,开放赎回
2018-11-05,0.8726,,开放申购,开放赎回
2018-11-06,0.8679,,开放申购,开放赎回
2018-11-07,0.8627,,开放申购,开放赎回
2018-11-08,0.8605,,开放申购,开放赎回
2018-11-09,0.8492,,开放申购,开放赎回
2018-11-12,0.8585,,开放申购,开放赎回
2018-11-13,0.8666,,开放申购,开放赎回
2018-11-14,0.8584,,开放申购,开放赎回
2018-11-15,0.8679,,开放申购,开放赎回
2018-11-16,0.8718,,开放申购,开放赎回
2018-11-19,0.8811,,开放申购,开放赎回
2018-11-20,0.8618,,开放申购,开放赎回
2018-11-21,0.8638,,开放申购,开放赎回
2018-11-22,0.8608,,开放申购,开放赎回
2018-11-23,0.8431,,开放申购,开放赎回
2018-11-26,0.8424,,开放申购,开放赎回
2018-11-27,0.8414,,开放申购,开放赎回
2018-11-28,0.8518,,开放申购,开放赎回
2018-11-29,0.8415,,开放申购,开放赎回
2018-11-30,0.8502,,开放申购,开放赎回
2018-12-03,0.8723,,开放申购,开放赎回
2018-12-04,0.8739,,开放申购,开放赎回
2018-12-05,0.8698,,开放申购,开放赎回
2018-12-06,0.8522,,开放申购,开放赎回
2018-12-07,0.8524,,开放申购,开放赎回
2018-12-10,0.8434,,开放申购,开放赎回
2018-12-11,0.8471,,开放申购,开放赎回
2018-12-12,0.8498,,开放申购,开放赎回
2018-12-13,0.8624,,开放申购,开放赎回
2018-12-14,0.8489,,开放申购,开放赎回
2018-12-17,0.8476,,开放申购,开放赎回
2018-12-18,0.8395,,开放申购,开放赎回
2018-12-19,0.8302,,开放申购,开放赎回
2018-12-20,0.8243,,开放申购,开放赎回
2018-12-21,0.8149,,开放申购,开放赎回
2018-12-24,0.8171,,开放申购,开放赎回
2018-12-25,0.8118,,开放申购,开放赎回
2018-12-26,0.808,,开放申购,开放赎回
2018-12-27,0.805,,开放申购,开放赎回
2018-12-28,0.8101,,开放申购,开放赎回
2018-12-31,0.81,,开放申购,开放赎回
2019-01-02,0.7997,,开放申购,开放赎回
2019-01-03,0.7985,,开放申购,开放赎回
2019-01-04,0.8163,,开放申购,开放赎回
2019-01-07,0.8209,,开放申购,开放赎回
2019-01-08,0.8192,,开放申购,开放赎回
2019-01-09,0.8273,,开放申购,开放赎回
2019-01-10,0.8256,,开放申购,开放赎回
2019-01-11,0.8311,,开放申购,开放赎回
2019-01-14,0.8242,,开放申购,开放赎回
2019-01-15,0.8394,,开放申购,开放赎回
2019-01-16,0.8396,,开放申购,开放赎回
2019-01-17,0.8352,,开放申购,开放赎回
2019-01-18,0.8495,,开放申购,开放赎回
2019-01-21,0.854,,开放申购,开放赎回
2019-01-22,0.8433,,开放申购,开放赎回
2019-01-23,0.8428,,开放申购,开放赎回
2019-01-24,0.8473,,开放申购,开放赎回
2019-01-25,0.8537,,开放申购,开放赎回
2019-01-28,0.8536,,开放申购,开放赎回
2019-01-29,0.8562,,开放申购,开放赎回
2019-01-30,0.8498,,开放申购,开放赎回
2019-01-31,0.8582,,开放申购,开放赎回
2019-02-01,0.8695,,开放申购,开放赎回
2019-02-11,0.8842,,开放申购,开放赎回
2019-02-12,0.8901,,开放申购,开放赎回
2019-02-13,0.9069,,开放申购,开放赎回
2019-02-14,0.9082,,开放申购,开放赎回
2019-02-15,0.8922,,开放申购,开放赎回
2019-02-18,0.9188,,开放申购,开放赎回
2019-02-19,0.9172,,开放申购,开放赎回
2019-02-20,0.9202,,开放申购,开放赎回
2019-02-21,0.918,,开放申购,开放赎回
2019-02-22,0.9373,,开放申购,开放赎回
2019-02-25,0.9903,,开放申购,开放赎回
2019-02-26,0.979,,开放申购,开放赎回
2019-02-27,0.9773,,开放申购,开放赎回
2019-02-28,0.9749,,开放申购,开放赎回
2019-03-01,0.9951,,开放申购,开放赎回
2019-03-04,1.0062,,开放申购,开放赎回
2019-03-05,1.0117,,开放申购,开放赎回
2019-03-06,1.02,,开放申购,开放赎回
2019-03-07,1.0101,,开放申购,开放赎回
2019-03-08,0.9718,,开放申购,开放赎回
2019-03-11,0.9903,,开放申购,开放赎回
2019-03-12,0.9967,,开放申购,开放赎回
2019-03-13,0.9888,,开放申购,开放赎回
2019-03-14,0.9824,,开放申购,开放赎回
2019-03-15,0.9942,,开放申购,开放赎回
2019-03-18,1.0211,,开放申购,开放赎回
2019-03-19,1.0164,,开放申购,开放赎回
2019-03-20,1.0167,,开放申购,开放赎回
2019-03-21,1.0171,,开放申购,开放赎回
2019-03-22,1.0164,,开放申购,开放赎回
2019-03-25,0.9935,,开放申购,开放赎回
2019-03-26,0.9828,,开放申购,开放赎回
2019-03-27,0.9934,,开放申购,开放赎回
2019-03-28,0.9898,,开放申购,开放赎回
2019-03-29,1.0259,,开放申购,开放赎回
2019-03-31,1.0259,,开放申购,开放赎回
2019-04-01,1.0519,,开放申购,开放赎回
2019-04-02,1.0512,,开放申购,开放赎回
2019-04-03,1.0641,,开放申购,开放赎回
2019-04-04,1.0743,,开放申购,开放赎回
2019-04-08,1.0733,,开放申购,开放赎回
2019-04-09,1.0779,,开放申购,开放赎回
2019-04-10,1.0804,,开放申购,开放赎回
2019-04-11,1.0584,,开放申购,开放赎回
2019-04-12,1.0561,,开放申购,开放赎回
2019-04-15,1.0528,,开放申购,开放赎回
2019-04-16,1.0802,,开放申购,开放赎回
2019-04-17,1.0805,,开放申购,开放赎回
2019-04-18,1.0767,,开放申购,开放赎回
2019-04-19,1.0889,,开放申购,开放赎回
2019-04-22,1.0651,,开放申购,开放赎回
2019-04-23,1.0635,,开放申购,开放赎回
2019-04-24,1.0662,,开放申购,开放赎回
2019-04-25,1.0441,,开放申购,开放赎回
2019-04-26,1.031,,开放申购,开放赎回
2019-04-29,1.0338,,开放申购,开放赎回
2019-04-30,1.037,,开放申购,开放赎回
2019-05-06,0.9799,,开放申购,开放赎回
2019-05-07,0.989,,开放申购,开放赎回
2019-05-08,0.9758,,开放申购,开放赎回
2019-05-09,0.9588,,开放申购,开放赎回
2019-05-10,0.9916,,开放申购,开放赎回
2019-05-13,0.9761,,开放申购,开放赎回
2019-05-14,0.9704,,开放申购,开放赎回
2019-05-15,0.9911,,开放申购,开放赎回
2019-05-16,0.9952,,开放申购,开放赎回
2019-05-17,0.9711,,开放申购,开放赎回
2019-05-20,0.9633,,开放申购,开放赎回
2019-05-21,0.9757,,开放申购,开放赎回
2019-05-22,0.9714,,开放申购,开放赎回
2019-05-23,0.9562,,开放申购,开放赎回
2019-05-24,0.9589,,开放申购,开放赎回
2019-05-27,0.9702,,开放申购,开放赎回
2019-05-28,0.9793,,开放申购,开放赎回
2019-05-29,0.9774,,开放申购,开放赎回
2019-05-30,0.9722,,开放申购,开放赎回
2019-05-31,0.9699,,开放申购,开放赎回
2019-06-03,0.9709,,开放申购,开放赎回
2019-06-04,0.9625,,开放申购,开放赎回
2019-06-05,0.9624,,开放申购,开放赎回
2019-06-06,0.9545,,开放申购,开放赎回
2019-06-10,0.9659,,开放申购,开放赎回
2019-06-11,0.9943,,开放申购,开放赎回
2019-06-12,0.9873,,开放申购,开放赎回
2019-06-13,0.9859,,开放申购,开放赎回
2019-06-14,0.9789,,开放申购,开放赎回
2019-06-17,0.9787,,开放申购,开放赎回
2019-06-18,0.9819,,开放申购,开放赎回
2019-06-19,0.9958,,开放申购,开放赎回
2019-06-20,1.0244,,开放申购,开放赎回
2019-06-21,1.0258,,开放申购,开放赎回
2019-06-24,1.0278,,开放申购,开放赎回
2019-06-25,1.0177,,开放申购,开放赎回
2019-06-26,1.0163,,开放申购,开放赎回
2019-06-27,1.027,,开放申购,开放赎回
2019-06-28,1.0255,,开放申购,开放赎回
2019-06-30,1.0255,,开放申购,开放赎回
2019-07-01,1.0533,,开放申购,开放赎回
2019-07-02,1.0537,,开放申购,开放赎回
2019-07-03,1.0431,,开放申购,开放赎回
2019-07-04,1.038,,开放申购,开放赎回
2019-07-05,1.0434,,开放申购,开放赎回
2019-07-08,1.0209,,开放申购,开放赎回
2019-07-09,1.0193,,开放申购,开放赎回
2019-07-10,1.0181,,开放申购,开放赎回
2019-07-11,1.0186,,开放申购,开放赎回
2019-07-12,1.0261,,开放申购,开放赎回
2019-07-15,1.03,,开放申购,开放赎回
2019-07-16,1.0257,,开放申购,开放赎回
2019-07-17,1.0253,,开放申购,开放赎回
2019-07-18,1.0165,,开放申购,开放赎回
2019-07-19,1.0268,,开放申购,开放赎回
2019-07-22,1.0255,,开放申购,开放赎回
2019-07-23,1.0281,,开放申购,开放赎回
2019-07-24,1.0358,,开放申购,开放赎回
2019-07-25,1.0439,,开放申购,开放赎回
2019-07-26,1.0459,,开放申购,开放赎回
2019-07-29,1.0448,,开放申购,开放赎回
2019-07-30,1.049,,开放申购,开放赎回
2019-07-31,1.0403,,开放申购,开放赎回
2019-08-01,1.0321,,开放申购,开放赎回
2019-08-02,1.0182,,开放申购,开放赎回
2019-08-05,1.0,,开放申购,开放赎回
2019-08-06,0.9908,,开放申购,开放赎回
2019-08-07,0.9869,,开放申购,开放赎回
2019-08-08,0.9996,,开放申购,开放赎回
2019-08-09,0.9906,,开放申购,开放赎回
2019-08-12,1.0073,,开放申购,开放赎回
2019-08-13,0.9989,,开放申购,开放赎回
2019-08-14,1.0031,,开放申购,开放赎回
2019-08-15,1.0066,,开放申购,开放赎回
2019-08-16,1.011,,开放申购,开放赎回
2019-08-19,1.0316,,开放申购,开放赎回
2019-08-20,1.0307,,开放申购,开放赎回
2019-08-21,1.0292,,开放申购,开放赎回
2019-08-22,1.0322,,开放申购,开放赎回
2019-08-23,1.0393,,开放申购,开放赎回
2019-08-26,1.0249,,开放申购,开放赎回
2019-08-27,1.0382,,开放申购,开放赎回
2019-08-28,1.0344,,开放申购,开放赎回
2019-08-29,1.0311,,开放申购,开放赎回
2019-08-30,1.0335,,开放申购,开放赎回
2019-09-02,1.0461,,开放申购,开放赎回
2019-09-03,1.0474,,开放申购,开放赎回
2019-09-04,1.0565,,开放申购,开放赎回
2019-09-05,1.0669,,开放申购,开放赎回
2019-09-06,1.0729,,开放申购,开放赎回
2019-09-09,1.0792,,开放申购,开放赎回
2019-09-10,1.0757,,开放申购,开放赎回
2019-09-11,1.0681,,开放申购,开放赎回
2019-09-12,1.079,,开放申购,开放赎回
2019-09-16,1.0751,,开放申购,开放赎回
2019-09-17,1.0582,,开放申购,开放赎回
2019-09-18,1.0629,,开放申购,开放赎回
2019-09-19,1.0666,,开放申购,开放赎回
2019-09-20,1.0695,,开放申购,开放赎回
2019-09-23,1.0579,,开放申购,开放赎回
2019-09-24,1.0606,,开放申购,开放赎回
2019-09-25,1.053,,开放申购,开放赎回
2019-09-26,1.0452,,开放申购,开放赎回
2019-09-27,1.0481,,开放申购,开放赎回
2019-09-30,1.0384,,开放申购,开放赎回
2019-10-08,1.0441,,开放申购,开放赎回
2019-10-09,1.0455,,开放申购,开放赎回
2019-10-10,1.0536,,开放申购,开放赎回
2019-10-11,1.0634,,开放申购,开放赎回
2019-10-14,1.074,,开放申购,开放赎回
2019-10-15,1.0696,,开放申购,开放赎回
2019-10-16,1.066,,开放申购,开放赎回
2019-10-17,1.0666,,开放申购,开放赎回
2019-10-18,1.0522,,开放申购,开放赎回
2019-10-21,1.055,,开放申购,开放赎回
2019-10-22,1.0589,,开放申购,开放赎回
2019-10-23,1.0525,,开放申购,开放赎回
2019-10-24,1.0524,,开放申购,开放赎回
2019-10-25,1.0592,,开放申购,开放赎回
2019-10-28,1.0668,,开放申购,开放赎回
2019-10-29,1.0626,,开放申购,开放赎回
2019-10-30,1.0576,,开放申购,开放赎回
2019-10-31,1.0565,,开放申购,开放赎回
2019-11-01,1.0735,,开放申购,开放赎回
2019-11-04,1.08,,开放申购,开放赎回
2019-11-05,1.0864,,开放申购,开放赎回
2019-11-06,1.0818,,开放申购,开放赎回
2019-11-07,1.0835,,开放申购,开放赎回
2019-11-08,1.0787,,开放申购,开放赎回
2019-11-11,1.0608,,开放申购,开放赎回
2019-11-12,1.0609,,开放申购,开放赎回
2019-11-13,1.06,,开放申购,开放赎回
2019-11-14,1.0615,,开放申购,开放赎回
2019-11-15,1.0541,,开放申购,开放赎回
2019-11-18,1.0623,,开放申购,开放赎回
2019-11-19,1.0723,,开放申购,开放赎回
2019-11-20,1.0623,,开放申购,开放赎回
2019-11-21,1.0576,,开放申购,开放赎回
2019-11-22,1.0472,,开放申购,开放赎回
2019-11-25,1.0543,,开放申购,开放赎回
2019-11-26,1.0578,,开放申购,开放赎回
2019-11-27,1.0536,,开放申购,开放赎回
2019-11-28,1.0502,,开放申购,开放赎回
2019-11-29,1.0416,,开放申购,开放赎回
2019-12-02,1.0433,,开放申购,开放赎回
2019-12-03,1.0472,,开放申购,开放赎回
2019-12-04,1.0464,,开放申购,开放赎回
2019-12-05,1.054,,开放申购,开放赎回
2019-12-06,1.0599,,开放申购,开放赎回
2019-12-09,1.0581,,开放申购,开放赎回
2019-12-10,1.0596,,开放申购,开放赎回
2019-12-11,1.0604,,开放申购,开放赎回
2019-12-12,1.0572,,开放申购,开放赎回
2019-12-13,1.0769,,开放申购,开放赎回
2019-12-16,1.0817,,开放申购,开放赎回
2019-12-17,1.0956,,开放申购,开放赎回
2019-12-18,1.0933,,开放申购,开放赎回
2019-12-19,1.0918,,开放申购,开放赎回
2019-12-20,1.0892,,开放申购,开放赎回
2019-12-23,1.0763,,开放申购,开放赎回
2019-12-24,1.0829,,开放申购,开放赎回
2019-12-25,1.0823,,开放申购,开放赎回
2019-12-26,1.0901,,开放申购,开放赎回
2019-12-27,1.0895,,开放申购,开放赎回
2019-12-30,1.1045,,开放申购,开放赎回
2019-12-31,1.1066,,开放申购,开放赎回
2020-01-02,1.1213,,开放申购,开放赎回
2020-01-03,1.1194,,开放申购,开放赎回
2020-01-06,1.1153,,开放申购,开放赎回
2020-01-07,1.1231,,开放申购,开放赎回
2020-01-08,1.1108,,开放申购,开放赎回
2020-01-09,1.124,,开放申购,开放赎回
2020-01-10,1.1237,,开放申购,开放赎回
2020-01-13,1.134,,开放申购,开放赎回
2020-01-14,1.1305,,开放申购,开放赎回
2020-01-15,1.1245,,开放申购,开放赎回
2020-01-16,1.12,,开放申购,开放赎回
2020-01-17,1.1215,,开放申购,开放赎回
2020-01-20,1.1294,,开放申购,开放赎回
2020-01-21,1.1112,,开放申购,开放赎回
2020-01-22,1.1158,,开放申购,开放赎回
2020-01-23,1.083,,开放申购,开放赎回
2020-02-03,1.0041,,开放申购,开放赎回
2020-02-04,1.0295,,开放申购,开放赎回
2020-02-05,1.0402,,开放申购,开放赎回
2020-02-06,1.0577,,开放申购,开放赎回
2020-02-07,1.058,,开放申购,开放赎回
2020-02-10,1.0624,,开放申购,开放赎回
2020-02-11,1.0717,,开放申购,开放赎回
2020-02-12,1.0801,,开放申购,开放赎回
2020-02-13,1.0739,,开放申购,开放赎回
2020-02-14,1.0809,,开放申购,开放赎回
2020-02-17,1.104,,开放申购,开放赎回
2020-02-18,1.0989,,开放申购,开放赎回
2020-02-19,1.0972,,开放申购,开放赎回
2020-02-20,1.1212,,开放申购,开放赎回
2020-02-21,1.1228,,开放申购,开放赎回
2020-02-24,1.1185,,开放申购,开放赎回
2020-02-25,1.1161,,开放申购,开放赎回
2020-02-26,1.1029,,开放申购,开放赎回
2020-02-27,1.1062,,开放申购,开放赎回
2020-02-28,1.069,,开放申购,开放赎回
2020-03-02,1.102,,开放申购,开放赎回
2020-03-03,1.1075,,开放申购,开放赎回
2020-03-04,1.1134,,开放申购,开放赎回
2020-03-05,1.1369,,开放申购,开放赎回
2020-03-06,1.119,,开放申购,开放赎回
2020-03-09,1.0822,,开放申购,开放赎回
2020-03-10,1.1039,,开放申购,开放赎回
2020-03-11,1.0899,,开放申购,开放赎回
2020-03-12,1.0701,,开放申购,开放赎回
2020-03-13,1.0565,,开放申购,开放赎回
2020-03-16,1.0138,,开放申购,开放赎回
2020-03-17,1.0091,,开放申购,开放赎回
2020-03-18,0.9901,,开放申购,开放赎回
2020-03-19,0.9782,,开放申购,开放赎回
2020-03-20,0.9945,,开放申购,开放赎回
2020-03-23,0.9632,,开放申购,开放赎回
2020-03-24,0.9867,,开放申购,开放赎回
2020-03-25,1.0112,,开放申购,开放赎回
2020-03-26,1.0051,,开放申购,开放赎回
2020-03-27,1.0081,,开放申购,开放赎回
2020-03-30,0.999,,开放申购,开放赎回
2020-03-31,1.0018,,开放申购,开放赎回
2020-04-01,0.999,,开放申购,开放赎回
2020-04-02,1.0141,,开放申购,开放赎回
2020-04-03,1.0086,,开放申购,开放赎回
2020-04-07,1.03,,开放申购,开放赎回
2020-04-08,1.0255,,开放申购,开放赎回
2020-04-09,1.0287,,开放申购,开放赎回
2020-04-10,1.0226,,开放申购,开放赎回
