FSRQ,DWJZ,JZZZL,SGZT,SHZT
2018-04-04,1.1410,0.09,暂停申购,开放赎回
2018-04-09,1.1420,0.09,限制大额申购,开放赎回
2018-04-10,1.1420,0.00,限制大额申购,开放赎回
2018-04-11,1.1420,0.00,限制大额申购,开放赎回
2018-04-12,1.1430,0.09,限制大额申购,开放赎回
2018-04-13,1.1430,0.00,限制大额申购,开放赎回
2018-04-16,1.1430,0.00,限制大额申购,开放赎回
2018-04-17,1.1430,0.00,限制大额申购,开放赎回
2018-04-18,1.1450,0.18,限制大额申购,开放赎回
2018-04-19,1.1450,0.00,限制大额申购,开放赎回
2018-04-20,1.1450,0.00,限制大额申购,开放赎回
2018-04-23,1.1450,0.00,限制大额申购,开放赎回
2018-04-24,1.1450,0.00,限制大额申购,开放赎回
2018-04-25,1.1440,-0.09,限制大额申购,开放赎回
2018-04-26,1.1440,0.00,限制大额申购,开放赎回
2018-04-27,1.1440,0.00,限制大额申购,开放赎回
2018-05-02,1.1440,0.00,限制大额申购,开放赎回
2018-05-03,1.1450,0.09,限制大额申购,开放赎回
2018-05-04,1.1450,0.00,限制大额申购,开放赎回
2018-05-07,1.1450,0.00,限制大额申购,开放赎回
2018-05-08,1.1450,0.00,限制大额申购,开放赎回
2018-05-09,1.1450,0.00,限制大额申购,开放赎回
2018-05-10,1.1450,0.00,限制大额申购,开放赎回
2018-05-11,1.1450,0.00,限制大额申购,开放赎回
2018-05-14,1.1450,0.00,限制大额申购,开放赎回
2018-05-15,1.1450,0.00,限制大额申购,开放赎回
2018-05-16,1.1450,0.00,限制大额申购,开放赎回
2018-05-17,1.1450,0.00,限制大额申购,开放赎回
2018-05-18,1.1450,0.00,限制大额申购,开放赎回
2018-05-21,1.1450,0.00,限制大额申购,开放赎回
2018-05-22,1.1460,0.09,限制大额申购,开放赎回
2018-05-23,1.1460,0.00,限制大额申购,开放赎回
2018-05-24,1.1460,0.00,限制大额申购,开放赎回
2018-05-25,1.1460,0.00,限制大额申购,开放赎回
2018-05-28,1.1470,0.09,限制大额申购,开放赎回
2018-05-29,1.1460,-0.09,限制大额申购,开放赎回
2018-05-30,1.1460,0.00,限制大额申购,开放赎回
2018-05-31,1.1470,0.09,限制大额申购,开放赎回
2018-06-01,1.1470,0.00,限制大额申购,开放赎回
2018-06-04,1.1470,0.00,限制大额申购,开放赎回
2018-06-05,1.1470,0.00,限制大额申购,开放赎回
2018-06-06,1.1470,0.00,限制大额申购,开放赎回
2018-06-07,1.1470,0.00,限制大额申购,开放赎回
2018-06-08,1.1470,0.00,限制大额申购,开放赎回
2018-06-11,1.1470,0.00,限制大额申购,开放赎回
2018-06-12,1.1470,0.00,限制大额申购,开放赎回
2018-06-13,1.1470,0.00,限制大额申购,开放赎回
2018-06-14,1.1470,0.00,限制大额申购,开放赎回
2018-06-15,1.1470,0.00,限制大额申购,开放赎回
2018-06-19,1.1480,0.09,限制大额申购,开放赎回
2018-06-20,1.1480,0.00,限制大额申购,开放赎回
2018-06-21,1.1480,0.00,限制大额申购,开放赎回
2018-06-22,1.1480,0.00,限制大额申购,开放赎回
2018-06-25,1.1480,0.00,限制大额申购,开放赎回
2018-06-26,1.1480,0.00,限制大额申购,开放赎回
2018-06-27,1.1510,0.26,限制大额申购,开放赎回
2018-06-28,1.1500,-0.09,限制大额申购,开放赎回
2018-06-29,1.1520,0.17,限制大额申购,开放赎回
2018-06-30,1.1520,,限制大额申购,开放赎回
2018-07-02,1.0990,0.17,限制大额申购,开放赎回
2018-07-03,1.0980,-0.09,限制大额申购,开放赎回
2018-07-04,1.0980,0.00,开放申购,开放赎回
2018-07-05,1.1000,0.18,开放申购,开放赎回
2018-07-06,1.1000,0.00,开放申购,开放赎回
2018-07-09,1.0990,-0.09,开放申购,开放赎回
2018-07-10,1.0990,0.00,开放申购,开放赎回
2018-07-11,1.1000,0.09,开放申购,开放赎回
2018-07-12,1.1010,0.09,开放申购,开放赎回
2018-07-13,1.1020,0.09,开放申购,开放赎回
2018-07-16,1.1030,0.09,开放申购,开放赎回
2018-07-17,1.1030,0.00,开放申购,开放赎回
2018-07-18,1.1050,0.18,开放申购,开放赎回
2018-07-19,1.1080,0.27,开放申购,开放赎回
2018-07-20,1.1070,-0.09,开放申购,开放赎回
2018-07-23,1.1080,0.09,开放申购,开放赎回
2018-07-24,1.1070,-0.09,开放申购,开放赎回
2018-07-25,1.1080,0.09,开放申购,开放赎回
2018-07-26,1.1080,0.00,开放申购,开放赎回
2018-07-27,1.1090,0.09,开放申购,开放赎回
2018-07-30,1.1110,0.18,开放申购,开放赎回
2018-07-31,1.1120,0.09,开放申购,开放赎回
2018-08-01,1.1120,0.00,开放申购,开放赎回
2018-08-02,1.1130,0.09,开放申购,开放赎回
2018-08-03,1.1140,0.09,开放申购,开放赎回
2018-08-06,1.1140,0.00,开放申购,开放赎回
2018-08-07,1.1150,0.09,开放申购,开放赎回
2018-08-08,1.1150,0.00,开放申购,开放赎回
2018-08-09,1.1140,-0.09,开放申购,开放赎回
2018-08-10,1.1130,-0.09,开放申购,开放赎回
2018-08-13,1.1130,0.00,开放申购,开放赎回
2018-08-14,1.1130,0.00,开放申购,开放赎回
2018-08-15,1.1130,0.00,开放申购,开放赎回
2018-08-16,1.1130,0.00,开放申购,开放赎回
2018-08-17,1.1130,0.00,开放申购,开放赎回
2018-08-20,1.1130,0.00,开放申购,开放赎回
2018-08-21,1.1130,0.00,开放申购,开放赎回
2018-08-22,1.1130,0.00,开放申购,开放赎回
2018-08-23,1.1130,0.00,开放申购,开放赎回
2018-08-24,1.1130,0.00,开放申购,开放赎回
2018-08-27,1.1130,0.00,开放申购,开放赎回
2018-08-28,1.1130,0.00,开放申购,开放赎回
2018-08-29,1.1140,0.09,开放申购,开放赎回
2018-08-30,1.1140,0.00,开放申购,开放赎回
2018-08-31,1.1140,0.00,开放申购,开放赎回
2018-09-03,1.1140,0.00,开放申购,开放赎回
2018-09-04,1.1140,0.00,开放申购,开放赎回
2018-09-05,1.1140,0.00,开放申购,开放赎回
2018-09-06,1.1150,0.09,开放申购,开放赎回
2018-09-07,1.1150,0.00,开放申购,开放赎回
2018-09-10,1.1150,0.00,开放申购,开放赎回
2018-09-11,1.1150,0.00,开放申购,开放赎回
2018-09-12,1.1150,0.00,开放申购,开放赎回
2018-09-13,1.1150,0.00,开放申购,开放赎回
2018-09-14,1.1150,0.00,开放申购,开放赎回
2018-09-17,1.1160,0.09,开放申购,开放赎回
2018-09-18,1.1160,0.00,开放申购,开放赎回
2018-09-19,1.1160,0.00,开放申购,开放赎回
2018-09-20,1.1160,0.00,开放申购,开放赎回
2018-09-21,1.1160,0.00,开放申购,开放赎回
2018-09-25,1.1150,-0.09,开放申购,开放赎回
2018-09-26,1.1150,0.00,开放申购,开放赎回
2018-09-27,1.1150,0.00,开放申购,开放赎回
2018-09-28,1.1150,0.00,开放申购,开放赎回
2018-10-08,1.1150,0.00,开放申购,开放赎回
2018-10-09,1.1160,0.09,开放申购,开放赎回
2018-10-10,1.1160,0.00,开放申购,开放赎回
2018-10-11,1.1160,0.00,开放申购,开放赎回
2018-10-12,1.1160,0.00,开放申购,开放赎回
2018-10-15,1.1160,0.00,开放申购,开放赎回
2018-10-16,1.1160,0.00,开放申购,开放赎回
2018-10-17,1.1160,0.00,开放申购,开放赎回
2018-10-18,1.1160,0.00,开放申购,开放赎回
2018-10-19,1.1160,0.00,开放申购,开放赎回
2018-10-22,1.1160,0.00,开放申购,开放赎回
2018-10-23,1.1160,0.00,开放申购,开放赎回
2018-10-24,1.1170,0.09,开放申购,开放赎回
2018-10-25,1.1170,0.00,开放申购,开放赎回
2018-10-26,1.1170,0.00,开放申购,开放赎回
2018-10-29,1.1170,0.00,开放申购,开放赎回
2018-10-30,1.1170,0.00,开放申购,开放赎回
2018-10-31,1.1170,0.00,开放申购,开放赎回
2018-11-01,1.1170,0.00,开放申购,开放赎回
2018-11-02,1.1170,0.00,开放申购,开放赎回
2018-11-05,1.1180,0.09,开放申购,开放赎回
2018-11-06,1.1180,0.00,开放申购,开放赎回
2018-11-07,1.1180,0.00,开放申购,开放赎回
2018-11-08,1.1190,0.09,开放申购,开放赎回
2018-11-09,1.1190,0.00,开放申购,开放赎回
2018-11-12,1.1190,0.00,开放申购,开放赎回
2018-11-13,1.1190,0.00,开放申购,开放赎回
2018-11-14,1.1200,0.09,开放申购,开放赎回
2018-11-15,1.1200,0.00,开放申购,开放赎回
2018-11-16,1.1200,0.00,开放申购,开放赎回
2018-11-19,1.1210,0.09,开放申购,开放赎回
2018-11-20,1.1200,-0.09,开放申购,开放赎回
2018-11-21,1.1210,0.09,开放申购,开放赎回
2018-11-22,1.1210,0.00,开放申购,开放赎回
2018-11-23,1.1210,0.00,开放申购,开放赎回
2018-11-26,1.1210,0.00,开放申购,开放赎回
2018-11-27,1.1210,0.00,开放申购,开放赎回
2018-11-28,1.1210,0.00,开放申购,开放赎回
2018-11-29,1.1210,0.00,开放申购,开放赎回
2018-11-30,1.1210,0.00,开放申购,开放赎回
2018-12-03,1.1220,0.09,开放申购,开放赎回
2018-12-04,1.1220,0.00,开放申购,开放赎回
2018-12-05,1.1230,0.09,开放申购,开放赎回
2018-12-06,1.1230,0.00,开放申购,开放赎回
2018-12-07,1.1230,0.00,开放申购,开放赎回
2018-12-10,1.1240,0.09,开放申购,开放赎回
2018-12-11,1.1240,0.00,开放申购,开放赎回
2018-12-12,1.1250,0.09,开放申购,开放赎回
2018-12-13,1.1230,-0.18,开放申购,开放赎回
2018-12-14,1.1220,-0.09,开放申购,开放赎回
2018-12-17,1.1220,0.00,开放申购,开放赎回
2018-12-18,1.1210,-0.09,开放申购,开放赎回
2018-12-19,1.1220,0.09,开放申购,开放赎回
2018-12-20,1.1230,0.09,开放申购,开放赎回
2018-12-21,1.1230,0.00,开放申购,开放赎回
2018-12-24,1.1230,0.00,开放申购,开放赎回
2018-12-25,1.1240,0.09,开放申购,开放赎回
2018-12-26,1.1240,0.00,开放申购,开放赎回
2018-12-27,1.1240,0.00,开放申购,开放赎回
2018-12-28,1.1260,0.18,开放申购,开放赎回
2018-12-31,1.1270,,开放申购,开放赎回
2019-01-02,1.1280,0.18,开放申购,开放赎回
2019-01-03,1.1300,0.18,开放申购,开放赎回
2019-01-04,1.1300,0.00,开放申购,开放赎回
2019-01-07,1.1310,0.09,开放申购,开放赎回
2019-01-08,1.1330,0.18,开放申购,开放赎回
2019-01-09,1.1330,0.00,开放申购,开放赎回
2019-01-10,1.1340,0.09,开放申购,开放赎回
2019-01-11,1.1330,-0.09,开放申购,开放赎回
2019-01-14,1.1330,0.00,开放申购,开放赎回
2019-01-15,1.1320,-0.09,开放申购,开放赎回
2019-01-16,1.1330,0.09,开放申购,开放赎回
2019-01-17,1.1340,0.09,开放申购,开放赎回
2019-01-18,1.1340,0.00,开放申购,开放赎回
2019-01-21,1.1330,-0.09,开放申购,开放赎回
2019-01-22,1.1330,0.00,开放申购,开放赎回
2019-01-23,1.1330,0.00,开放申购,开放赎回
2019-01-24,1.1330,0.00,开放申购,开放赎回
2019-01-25,1.1330,0.00,开放申购,开放赎回
2019-01-28,1.1330,0.00,开放申购,开放赎回
2019-01-29,1.1330,0.00,开放申购,开放赎回
2019-01-30,1.1330,0.00,开放申购,开放赎回
2019-01-31,1.1340,0.09,开放申购,开放赎回
2019-02-01,1.1350,0.09,开放申购,开放赎回
2019-02-11,1.1360,0.09,开放申购,开放赎回
2019-02-12,1.1370,0.09,开放申购,开放赎回
2019-02-13,1.1380,0.09,开放申购,开放赎回
2019-02-14,1.1390,0.09,开放申购,开放赎回
2019-02-15,1.1380,-0.09,开放申购,开放赎回
2019-02-18,1.1390,0.09,开放申购,开放赎回
2019-02-19,1.1380,-0.09,开放申购,开放赎回
2019-02-20,1.1390,0.09,开放申购,开放赎回
2019-02-21,1.1390,0.00,开放申购,开放赎回
2019-02-22,1.1400,0.09,开放申购,开放赎回
2019-02-25,1.1410,0.09,开放申购,开放赎回
2019-02-26,1.1390,-0.18,开放申购,开放赎回
2019-02-27,1.1380,-0.09,开放申购,开放赎回
2019-02-28,1.1380,0.00,开放申购,开放赎回
2019-03-01,1.1380,0.00,开放申购,开放赎回
2019-03-04,1.1380,0.00,开放申购,开放赎回
2019-03-05,1.1390,0.09,开放申购,开放赎回
2019-03-06,1.1390,0.00,开放申购,开放赎回
2019-03-07,1.1390,0.00,开放申购,开放赎回
2019-03-08,1.1390,0.00,开放申购,开放赎回
2019-03-11,1.1410,0.18,开放申购,开放赎回
2019-03-12,1.1420,0.09,开放申购,开放赎回
2019-03-13,1.1400,-0.18,开放申购,开放赎回
2019-03-14,1.1380,-0.18,开放申购,开放赎回
2019-03-15,1.1390,0.09,开放申购,开放赎回
2019-03-18,1.1410,0.18,开放申购,开放赎回
2019-03-19,1.1420,0.09,开放申购,开放赎回
2019-03-20,1.1420,0.00,开放申购,开放赎回
2019-03-21,1.1440,0.18,开放申购,开放赎回
2019-03-22,1.1440,0.00,开放申购,开放赎回
2019-03-25,1.1440,0.00,开放申购,开放赎回
2019-03-26,1.1410,-0.26,开放申购,开放赎回
2019-03-27,1.1410,0.00,开放申购,开放赎回
2019-03-28,1.1400,-0.09,开放申购,开放赎回
2019-03-29,1.1430,0.26,开放申购,开放赎回
2019-04-01,1.1440,0.09,开放申购,开放赎回
2019-04-02,1.1450,0.09,开放申购,开放赎回
2019-04-03,1.1440,-0.09,开放申购,开放赎回
2019-04-04,1.1440,0.00,开放申购,开放赎回
2019-04-08,1.1440,0.00,开放申购,开放赎回
2019-04-09,1.1430,-0.09,开放申购,开放赎回
2019-04-10,1.1410,-0.18,开放申购,开放赎回
2019-04-11,1.1390,-0.18,开放申购,开放赎回
2019-04-12,1.1390,0.00,开放申购,开放赎回
2019-04-15,1.1370,-0.18,开放申购,开放赎回
2019-04-16,1.1350,-0.18,开放申购,开放赎回
2019-04-17,1.1350,0.00,开放申购,开放赎回
2019-04-18,1.1350,0.00,开放申购,开放赎回
2019-04-19,1.1360,0.09,开放申购,开放赎回
2019-04-22,1.1360,0.00,开放申购,开放赎回
2019-04-23,1.1330,-0.26,开放申购,开放赎回
2019-04-24,1.1330,0.00,开放申购,开放赎回
2019-04-25,1.1310,-0.18,开放申购,开放赎回
2019-04-26,1.1310,0.00,开放申购,开放赎回
2019-04-29,1.1300,-0.09,开放申购,开放赎回
2019-04-30,1.1310,0.09,开放申购,开放赎回
2019-05-06,1.1310,0.00,开放申购,开放赎回
2019-05-07,1.1310,0.00,开放申购,开放赎回
2019-05-08,1.1320,0.09,开放申购,开放赎回
2019-05-09,1.1320,0.00,开放申购,开放赎回
2019-05-10,1.1330,0.09,开放申购,开放赎回
2019-05-13,1.1340,0.09,开放申购,开放赎回
2019-05-14,1.1340,0.00,开放申购,开放赎回
2019-05-15,1.1350,0.09,开放申购,开放赎回
2019-05-16,1.1350,0.00,开放申购,开放赎回
2019-05-17,1.1340,-0.09,开放申购,开放赎回
2019-05-20,1.1340,0.00,开放申购,开放赎回
2019-05-21,1.1340,0.00,开放申购,开放赎回
2019-05-22,1.1340,0.00,开放申购,开放赎回
2019-05-23,1.1330,-0.09,开放申购,开放赎回
2019-05-24,1.1340,0.09,开放申购,开放赎回
2019-05-27,1.1330,-0.09,开放申购,开放赎回
2019-05-28,1.1330,0.00,开放申购,开放赎回
2019-05-29,1.1340,0.09,开放申购,开放赎回
2019-05-30,1.1330,-0.09,开放申购,开放赎回
2019-05-31,1.1330,0.00,开放申购,开放赎回
2019-06-03,1.1330,0.00,开放申购,开放赎回
2019-06-04,1.1330,0.00,开放申购,开放赎回
2019-06-05,1.1330,0.00,开放申购,开放赎回
2019-06-06,1.1320,-0.09,开放申购,开放赎回
2019-06-10,1.1330,0.09,开放申购,开放赎回
2019-06-11,1.1340,0.09,开放申购,开放赎回
2019-06-12,1.1340,0.00,开放申购,开放赎回
2019-06-13,1.1330,-0.09,开放申购,开放赎回
2019-06-14,1.1330,0.00,开放申购,开放赎回
2019-06-17,1.1330,0.00,开放申购,开放赎回
2019-06-18,1.1330,0.00,开放申购,开放赎回
2019-06-19,1.1340,0.09,开放申购,开放赎回
2019-06-20,1.1360,0.18,开放申购,开放赎回
2019-06-21,1.1370,0.09,开放申购,开放赎回
2019-06-24,1.1370,0.00,开放申购,开放赎回
2019-06-25,1.1370,0.00,开放申购,开放赎回
2019-06-26,1.1370,0.00,开放申购,开放赎回
2019-06-27,1.1370,0.00,开放申购,开放赎回
2019-06-28,1.1380,0.09,开放申购,开放赎回
2019-06-30,1.1380,,开放申购,开放赎回
2019-07-01,1.1400,0.18,开放申购,开放赎回
2019-07-02,1.1410,0.09,开放申购,开放赎回
2019-07-03,1.1410,0.00,开放申购,开放赎回
2019-07-04,1.1410,0.00,开放申购,开放赎回
2019-07-05,1.1410,0.00,开放申购,开放赎回
2019-07-08,1.1390,-0.18,开放申购,开放赎回
2019-07-09,1.1390,0.00,开放申购,开放赎回
2019-07-10,1.1390,0.00,开放申购,开放赎回
2019-07-11,1.1390,0.00,开放申购,开放赎回
2019-07-12,1.1400,0.09,开放申购,开放赎回
2019-07-15,1.1410,0.09,开放申购,开放赎回
2019-07-16,1.1410,0.00,开放申购,开放赎回
2019-07-17,1.1410,0.00,开放申购,开放赎回
2019-07-18,1.1400,-0.09,开放申购,开放赎回
2019-07-19,1.1410,0.09,开放申购,开放赎回
2019-07-22,1.1410,0.00,开放申购,开放赎回
2019-07-23,1.1410,0.00,开放申购,开放赎回
2019-07-24,1.1420,0.09,开放申购,开放赎回
2019-07-25,1.1440,0.18,开放申购,开放赎回
2019-07-26,1.1460,0.17,开放申购,开放赎回
2019-07-29,1.1460,0.00,开放申购,开放赎回
2019-07-30,1.1470,0.09,开放申购,开放赎回
2019-07-31,1.1480,0.09,开放申购,开放赎回
2019-08-01,1.1470,-0.09,开放申购,开放赎回
2019-08-02,1.1460,-0.09,开放申购,开放赎回
2019-08-05,1.1450,-0.09,开放申购,开放赎回
2019-08-06,1.1430,-0.17,开放申购,开放赎回
2019-08-07,1.1450,0.18,开放申购,开放赎回
2019-08-08,1.1470,0.17,开放申购,开放赎回
2019-08-09,1.1470,0.00,开放申购,开放赎回
2019-08-12,1.1480,0.09,开放申购,开放赎回
2019-08-13,1.1480,0.00,开放申购,开放赎回
2019-08-14,1.1480,0.00,开放申购,开放赎回
2019-08-15,1.1480,0.00,开放申购,开放赎回
2019-08-16,1.1500,0.17,开放申购,开放赎回
2019-08-19,1.1560,0.52,开放申购,开放赎回
2019-08-20,1.1540,-0.17,开放申购,开放赎回
2019-08-21,1.1540,0.00,开放申购,开放赎回
2019-08-22,1.1540,0.00,开放申购,开放赎回
2019-08-23,1.1550,0.09,开放申购,开放赎回
2019-08-26,1.1540,-0.09,开放申购,开放赎回
2019-08-27,1.1560,0.17,开放申购,开放赎回
2019-08-28,1.1570,0.09,开放申购,开放赎回
2019-08-29,1.1560,-0.09,开放申购,开放赎回
2019-08-30,1.1560,0.00,开放申购,开放赎回
2019-09-02,1.1570,0.09,开放申购,开放赎回
2019-09-03,1.1580,0.09,开放申购,开放赎回
2019-09-04,1.1590,0.09,开放申购,开放赎回
2019-09-05,1.1640,0.43,开放申购,开放赎回
2019-09-06,1.1660,0.17,开放申购,开放赎回
2019-09-09,1.1690,0.26,开放申购,开放赎回
2019-09-10,1.1690,0.00,开放申购,开放赎回
2019-09-11,1.1680,-0.09,开放申购,开放赎回
2019-09-12,1.1680,0.00,开放申购,开放赎回
2019-09-16,1.1680,0.00,开放申购,开放赎回
2019-09-17,1.1640,-0.34,开放申购,开放赎回
2019-09-18,1.1640,0.00,开放申购,开放赎回
2019-09-19,1.1650,0.09,开放申购,开放赎回
2019-09-20,1.1660,0.09,开放申购,开放赎回
2019-09-23,1.1640,-0.17,开放申购,开放赎回
2019-09-24,1.1640,0.00,开放申购,开放赎回
2019-09-25,1.1620,-0.17,开放申购,开放赎回
2019-09-26,1.1600,-0.17,开放申购,开放赎回
2019-09-27,1.1600,0.00,开放申购,开放赎回
2019-09-30,1.1600,0.00,开放申购,开放赎回
2019-10-08,1.1600,0.00,开放申购,开放赎回
2019-10-09,1.1610,0.09,开放申购,开放赎回
2019-10-10,1.1630,0.17,开放申购,开放赎回
2019-10-11,1.1640,0.09,开放申购,开放赎回
2019-10-14,1.1670,0.26,开放申购,开放赎回
2019-10-15,1.1660,-0.09,开放申购,开放赎回
2019-10-16,1.1650,-0.09,开放申购,开放赎回
2019-10-17,1.1640,-0.09,开放申购,开放赎回
2019-10-18,1.1630,-0.09,开放申购,开放赎回
2019-10-21,1.1620,-0.09,开放申购,开放赎回
2019-10-22,1.1620,0.00,开放申购,开放赎回
2019-10-23,1.1620,0.00,开放申购,开放赎回
2019-10-24,1.1620,0.00,开放申购,开放赎回
2019-10-25,1.1620,0.00,开放申购,开放赎回
2019-10-28,1.1650,0.26,开放申购,开放赎回
2019-10-29,1.1630,-0.17,开放申购,开放赎回
2019-10-30,1.1590,-0.34,开放申购,开放赎回
2019-10-31,1.1580,-0.09,开放申购,开放赎回
2019-11-01,1.1600,0.17,开放申购,开放赎回
2019-11-04,1.1610,0.09,开放申购,开放赎回
2019-11-05,1.1620,0.09,开放申购,开放赎回
2019-11-06,1.1630,0.09,开放申购,开放赎回
2019-11-07,1.1640,0.09,开放申购,开放赎回
2019-11-08,1.1640,0.00,开放申购,开放赎回
2019-11-11,1.1620,-0.17,开放申购,开放赎回
2019-11-12,1.1620,0.00,开放申购,开放赎回
2019-11-13,1.1620,0.00,开放申购,开放赎回
2019-11-14,1.1620,0.00,开放申购,开放赎回
2019-11-15,1.1610,-0.09,开放申购,开放赎回
2019-11-18,1.1620,0.09,开放申购,开放赎回
2019-11-19,1.1650,0.26,开放申购,开放赎回
2019-11-20,1.1640,-0.09,开放申购,开放赎回
2019-11-21,1.1630,-0.09,开放申购,开放赎回
2019-11-22,1.1620,-0.09,开放申购,开放赎回
2019-11-25,1.1620,0.00,开放申购,开放赎回
2019-11-26,1.1630,0.09,开放申购,开放赎回
2019-11-27,1.1630,0.00,开放申购,开放赎回
2019-11-28,1.1620,-0.09,开放申购,开放赎回
2019-11-29,1.1610,-0.09,开放申购,开放赎回
2019-12-02,1.1620,0.09,开放申购,开放赎回
2019-12-03,1.1620,0.00,开放申购,开放赎回
2019-12-04,1.1630,0.09,开放申购,开放赎回
2019-12-05,1.1650,0.17,开放申购,开放赎回
2019-12-06,1.1670,0.17,开放申购,开放赎回
2019-12-09,1.1680,0.09,开放申购,开放赎回
2019-12-10,1.1690,0.09,开放申购,开放赎回
2019-12-11,1.1700,0.09,开放申购,开放赎回
2019-12-12,1.1720,0.17,开放申购,开放赎回
2019-12-13,1.1750,0.26,开放申购,开放赎回
2019-12-16,1.1800,0.43,开放申购,开放赎回
2019-12-17,1.1840,0.34,开放申购,开放赎回
2019-12-18,1.1850,0.08,开放申购,开放赎回
2019-12-19,1.1860,0.08,开放申购,开放赎回
2019-12-20,1.1870,0.08,开放申购,开放赎回
2019-12-23,1.1820,-0.42,开放申购,开放赎回
2019-12-24,1.1870,0.42,开放申购,开放赎回
2019-12-25,1.1880,0.08,开放申购,开放赎回
2019-12-26,1.1910,0.25,开放申购,开放赎回
2019-12-27,1.1900,-0.08,开放申购,开放赎回
2019-12-30,1.1910,0.08,开放申购,开放赎回
2019-12-31,1.1940,0.25,开放申购,开放赎回
2020-01-02,1.1990,0.42,开放申购,开放赎回
2020-01-03,1.1990,0.00,开放申购,开放赎回
2020-01-06,1.2000,0.08,开放申购,开放赎回
2020-01-07,1.2040,0.33,开放申购,开放赎回
2020-01-08,1.2030,-0.08,开放申购,开放赎回
2020-01-09,1.2090,0.50,开放申购,开放赎回
2020-01-10,1.2100,0.08,开放申购,开放赎回
2020-01-13,1.2120,0.17,开放申购,开放赎回
2020-01-14,1.2120,0.00,开放申购,开放赎回
2020-01-15,1.2090,-0.25,开放申购,开放赎回
2020-01-16,1.2070,-0.17,开放申购,开放赎回
2020-01-17,1.2060,-0.08,开放申购,开放赎回
2020-01-20,1.2100,0.33,开放申购,开放赎回
2020-01-21,1.2090,-0.08,开放申购,开放赎回
2020-01-22,1.2130,0.33,开放申购,开放赎回
2020-01-23,1.2050,-0.66,开放申购,开放赎回
2020-02-03,1.1840,-1.74,开放申购,开放赎回
