cal_date,is_open,pretrade_date
20010822,1,20010821
20010823,1,20010822
20010824,1,20010823
20010825,0,20010824
20010826,0,20010824
20010827,1,20010824
20010828,1,20010827
20010829,1,20010828
20010830,1,20010829
20010831,1,20010830
20010901,0,20010831
20010902,0,20010831
20010903,1,20010831
20010904,1,20010903
20010905,1,20010904
20010906,1,20010905
20010907,1,20010906
20010908,0,20010907
20010909,0,20010907
20010910,1,20010907
20010911,1,20010910
20010912,1,20010911
20010913,1,20010912
20010914,1,20010913
20010915,0,20010914
20010916,0,20010914
20010917,1,20010914
20010918,1,20010917
20010919,1,20010918
20010920,1,20010919
20010921,1,20010920
20010922,0,20010921
20010923,0,20010921
20010924,1,20010921
20010925,1,20010924
20010926,1,20010925
20010927,1,20010926
20010928,1,20010927
20010929,0,20010928
20010930,0,20010928
20011001,0,20010928
20011002,0,20010928
20011003,0,20010928
20011004,0,20010928
20011005,0,20010928
20011006,0,20010928
20011007,0,20010928
20011008,1,20010928
20011009,1,20011008
20011010,1,20011009
20011011,1,20011010
20011012,1,20011011
20011013,0,20011012
20011014,0,20011012
20011015,1,20011012
20011016,1,20011015
20011017,1,20011016
20011018,1,20011017
20011019,1,20011018
20011020,0,20011019
20011021,0,20011019
20011022,1,20011019
20011023,1,20011022
20011024,1,20011023
20011025,1,20011024
20011026,1,20011025
20011027,0,20011026
20011028,0,20011026
20011029,1,20011026
20011030,1,20011029
20011031,1,20011030
20011101,1,20011031
20011102,1,20011101
20011103,0,20011102
20011104,0,20011102
20011105,1,20011102
20011106,1,20011105
20011107,1,20011106
20011108,1,20011107
20011109,1,20011108
20011110,0,20011109
20011111,0,20011109
20011112,1,20011109
20011113,1,20011112
20011114,1,20011113
20011115,1,20011114
20011116,1,20011115
20011117,0,20011116
20011118,0,20011116
20011119,1,20011116
20011120,1,20011119
20011121,1,20011120
20011122,1,20011121
20011123,1,20011122
20011124,0,20011123
20011125,0,20011123
20011126,1,20011123
20011127,1,20011126
20011128,1,20011127
20011129,1,20011128
20011130,1,20011129
20011201,0,20011130
20011202,0,20011130
20011203,1,20011130
20011204,1,20011203
20011205,1,20011204
20011206,1,20011205
20011207,1,20011206
20011208,0,20011207
20011209,0,20011207
20011210,1,20011207
20011211,1,20011210
20011212,1,20011211
20011213,1,20011212
20011214,1,20011213
20011215,0,20011214
20011216,0,20011214
20011217,1,20011214
20011218,1,20011217
20011219,1,20011218
20011220,1,20011219
20011221,1,20011220
20011222,0,20011221
20011223,0,20011221
20011224,1,20011221
20011225,1,20011224
20011226,1,20011225
20011227,1,20011226
20011228,1,20011227
20011229,0,20011228
20011230,0,20011228
20011231,1,20011228
20020101,0,20011231
20020102,0,20011231
20020103,0,20011231
20020104,1,20011231
20020105,0,20020104
20020106,0,20020104
20020107,1,20020104
20020108,1,20020107
20020109,1,20020108
20020110,1,20020109
20020111,1,20020110
20020112,0,20020111
20020113,0,20020111
20020114,1,20020111
20020115,1,20020114
20020116,1,20020115
20020117,1,20020116
20020118,1,20020117
20020119,0,20020118
20020120,0,20020118
20020121,1,20020118
20020122,1,20020121
20020123,1,20020122
20020124,1,20020123
20020125,1,20020124
20020126,0,20020125
20020127,0,20020125
20020128,1,20020125
20020129,1,20020128
20020130,1,20020129
20020131,1,20020130
20020201,1,20020131
20020202,0,20020201
20020203,0,20020201
20020204,1,20020201
20020205,1,20020204
20020206,1,20020205
20020207,1,20020206
20020208,1,20020207
20020209,0,20020208
20020210,0,20020208
20020211,0,20020208
20020212,0,20020208
20020213,0,20020208
20020214,0,20020208
20020215,0,20020208
20020216,0,20020208
20020217,0,20020208
20020218,0,20020208
20020219,0,20020208
20020220,0,20020208
20020221,0,20020208
20020222,0,20020208
20020223,0,20020208
20020224,0,20020208
20020225,1,20020208
20020226,1,20020225
20020227,1,20020226
20020228,1,20020227
20020301,1,20020228
20020302,0,20020301
20020303,0,20020301
20020304,1,20020301
20020305,1,20020304
20020306,1,20020305
20020307,1,20020306
20020308,1,20020307
20020309,0,20020308
20020310,0,20020308
20020311,1,20020308
20020312,1,20020311
20020313,1,20020312
20020314,1,20020313
20020315,1,20020314
20020316,0,20020315
20020317,0,20020315
20020318,1,20020315
20020319,1,20020318
20020320,1,20020319
20020321,1,20020320
20020322,1,20020321
20020323,0,20020322
20020324,0,20020322
20020325,1,20020322
20020326,1,20020325
20020327,1,20020326
20020328,1,20020327
20020329,1,20020328
20020330,0,20020329
20020331,0,20020329
20020401,1,20020329
20020402,1,20020401
20020403,1,20020402
20020404,1,20020403
20020405,1,20020404
20020406,0,20020405
20020407,0,20020405
20020408,1,20020405
20020409,1,20020408
20020410,1,20020409
20020411,1,20020410
20020412,1,20020411
20020413,0,20020412
20020414,0,20020412
20020415,1,20020412
20020416,1,20020415
20020417,1,20020416
20020418,1,20020417
20020419,1,20020418
20020420,0,20020419
20020421,0,20020419
20020422,1,20020419
20020423,1,20020422
20020424,1,20020423
20020425,1,20020424
20020426,1,20020425
20020427,0,20020426
20020428,0,20020426
20020429,1,20020426
20020430,1,20020429
20020501,0,20020430
20020502,0,20020430
20020503,0,20020430
20020504,0,20020430
20020505,0,20020430
20020506,0,20020430
20020507,0,20020430
20020508,1,20020430
20020509,1,20020508
20020510,1,20020509
20020511,0,20020510
20020512,0,20020510
20020513,1,20020510
20020514,1,20020513
20020515,1,20020514
20020516,1,20020515
20020517,1,20020516
20020518,0,20020517
20020519,0,20020517
20020520,1,20020517
20020521,1,20020520
20020522,1,20020521
20020523,1,20020522
20020524,1,20020523
20020525,0,20020524
20020526,0,20020524
20020527,1,20020524
20020528,1,20020527
20020529,1,20020528
20020530,1,20020529
20020531,1,20020530
20020601,0,20020531
20020602,0,20020531
20020603,1,20020531
20020604,1,20020603
20020605,1,20020604
20020606,1,20020605
20020607,1,20020606
20020608,0,20020607
20020609,0,20020607
20020610,1,20020607
20020611,1,20020610
20020612,1,20020611
20020613,1,20020612
20020614,1,20020613
20020615,0,20020614
20020616,0,20020614
20020617,1,20020614
20020618,1,20020617
20020619,1,20020618
20020620,1,20020619
20020621,1,20020620
20020622,0,20020621
20020623,0,20020621
20020624,1,20020621
20020625,1,20020624
20020626,1,20020625
20020627,1,20020626
20020628,1,20020627
20020629,0,20020628
20020630,0,20020628
20020701,1,20020628
20020702,1,20020701
20020703,1,20020702
20020704,1,20020703
20020705,1,20020704
20020706,0,20020705
20020707,0,20020705
20020708,1,20020705
20020709,1,20020708
20020710,1,20020709
20020711,1,20020710
20020712,1,20020711
20020713,0,20020712
20020714,0,20020712
20020715,1,20020712
20020716,1,20020715
20020717,1,20020716
20020718,1,20020717
20020719,1,20020718
20020720,0,20020719
20020721,0,20020719
20020722,1,20020719
20020723,1,20020722
20020724,1,20020723
20020725,1,20020724
20020726,1,20020725
20020727,0,20020726
20020728,0,20020726
20020729,1,20020726
20020730,1,20020729
20020731,1,20020730
20020801,1,20020731
20020802,1,20020801
20020803,0,20020802
20020804,0,20020802
20020805,1,20020802
20020806,1,20020805
20020807,1,20020806
20020808,1,20020807
20020809,1,20020808
20020810,0,20020809
20020811,0,20020809
20020812,1,20020809
20020813,1,20020812
20020814,1,20020813
20020815,1,20020814
20020816,1,20020815
20020817,0,20020816
20020818,0,20020816
20020819,1,20020816
20020820,1,20020819
20020821,1,20020820
20020822,1,20020821
20020823,1,20020822
20020824,0,20020823
20020825,0,20020823
20020826,1,20020823
20020827,1,20020826
20020828,1,20020827
20020829,1,20020828
20020830,1,20020829
20020831,0,20020830
20020901,0,20020830
20020902,1,20020830
20020903,1,20020902
20020904,1,20020903
20020905,1,20020904
20020906,1,20020905
20020907,0,20020906
20020908,0,20020906
20020909,1,20020906
20020910,1,20020909
20020911,1,20020910
20020912,1,20020911
20020913,1,20020912
20020914,0,20020913
20020915,0,20020913
20020916,1,20020913
20020917,1,20020916
20020918,1,20020917
20020919,1,20020918
20020920,1,20020919
20020921,0,20020920
20020922,0,20020920
20020923,1,20020920
20020924,1,20020923
20020925,1,20020924
20020926,1,20020925
20020927,1,20020926
20020928,0,20020927
20020929,0,20020927
20020930,0,20020927
20021001,0,20020927
20021002,0,20020927
20021003,0,20020927
20021004,0,20020927
20021005,0,20020927
20021006,0,20020927
20021007,0,20020927
20021008,1,20020927
20021009,1,20021008
20021010,1,20021009
20021011,1,20021010
20021012,0,20021011
20021013,0,20021011
20021014,1,20021011
20021015,1,20021014
20021016,1,20021015
20021017,1,20021016
20021018,1,20021017
20021019,0,20021018
20021020,0,20021018
20021021,1,20021018
20021022,1,20021021
20021023,1,20021022
20021024,1,20021023
20021025,1,20021024
20021026,0,20021025
20021027,0,20021025
20021028,1,20021025
20021029,1,20021028
20021030,1,20021029
20021031,1,20021030
20021101,1,20021031
20021102,0,20021101
20021103,0,20021101
20021104,1,20021101
20021105,1,20021104
20021106,1,20021105
20021107,1,20021106
20021108,1,20021107
20021109,0,20021108
20021110,0,20021108
20021111,1,20021108
20021112,1,20021111
20021113,1,20021112
20021114,1,20021113
20021115,1,20021114
20021116,0,20021115
20021117,0,20021115
20021118,1,20021115
20021119,1,20021118
20021120,1,20021119
20021121,1,20021120
20021122,1,20021121
20021123,0,20021122
20021124,0,20021122
20021125,1,20021122
20021126,1,20021125
20021127,1,20021126
20021128,1,20021127
20021129,1,20021128
20021130,0,20021129
20021201,0,20021129
20021202,1,20021129
20021203,1,20021202
20021204,1,20021203
20021205,1,20021204
20021206,1,20021205
20021207,0,20021206
20021208,0,20021206
20021209,1,20021206
20021210,1,20021209
20021211,1,20021210
20021212,1,20021211
20021213,1,20021212
20021214,0,20021213
20021215,0,20021213
20021216,1,20021213
20021217,1,20021216
20021218,1,20021217
20021219,1,20021218
20021220,1,20021219
20021221,0,20021220
20021222,0,20021220
20021223,1,20021220
20021224,1,20021223
20021225,1,20021224
20021226,1,20021225
20021227,1,20021226
20021228,0,20021227
20021229,0,20021227
20021230,1,20021227
20021231,1,20021230
20030101,0,20021231
20030102,1,20021231
20030103,1,20030102
20030104,0,20030103
20030105,0,20030103
20030106,1,20030103
20030107,1,20030106
20030108,1,20030107
20030109,1,20030108
20030110,1,20030109
20030111,0,20030110
20030112,0,20030110
20030113,1,20030110
20030114,1,20030113
20030115,1,20030114
20030116,1,20030115
20030117,1,20030116
20030118,0,20030117
20030119,0,20030117
20030120,1,20030117
20030121,1,20030120
20030122,1,20030121
20030123,1,20030122
20030124,1,20030123
20030125,0,20030124
20030126,0,20030124
20030127,1,20030124
20030128,1,20030127
20030129,1,20030128
20030130,0,20030129
20030131,0,20030129
20030201,0,20030129
20030202,0,20030129
20030203,0,20030129
20030204,0,20030129
20030205,0,20030129
20030206,0,20030129
20030207,0,20030129
20030208,0,20030129
20030209,0,20030129
20030210,1,20030129
20030211,1,20030210
20030212,1,20030211
20030213,1,20030212
20030214,1,20030213
20030215,0,20030214
20030216,0,20030214
20030217,1,20030214
20030218,1,20030217
20030219,1,20030218
20030220,1,20030219
20030221,1,20030220
20030222,0,20030221
20030223,0,20030221
20030224,1,20030221
20030225,1,20030224
20030226,1,20030225
20030227,1,20030226
20030228,1,20030227
20030301,0,20030228
20030302,0,20030228
20030303,1,20030228
20030304,1,20030303
20030305,1,20030304
20030306,1,20030305
20030307,1,20030306
20030308,0,20030307
20030309,0,20030307
20030310,1,20030307
20030311,1,20030310
20030312,1,20030311
20030313,1,20030312
20030314,1,20030313
20030315,0,20030314
20030316,0,20030314
20030317,1,20030314
20030318,1,20030317
20030319,1,20030318
20030320,1,20030319
20030321,1,20030320
20030322,0,20030321
20030323,0,20030321
20030324,1,20030321
20030325,1,20030324
20030326,1,20030325
20030327,1,20030326
20030328,1,20030327
20030329,0,20030328
20030330,0,20030328
20030331,1,20030328
20030401,1,20030331
20030402,1,20030401
20030403,1,20030402
20030404,1,20030403
20030405,0,20030404
20030406,0,20030404
20030407,1,20030404
20030408,1,20030407
20030409,1,20030408
20030410,1,20030409
20030411,1,20030410
20030412,0,20030411
20030413,0,20030411
20030414,1,20030411
20030415,1,20030414
20030416,1,20030415
20030417,1,20030416
20030418,1,20030417
20030419,0,20030418
20030420,0,20030418
20030421,1,20030418
20030422,1,20030421
20030423,1,20030422
20030424,1,20030423
20030425,1,20030424
20030426,0,20030425
20030427,0,20030425
20030428,1,20030425
20030429,1,20030428
20030430,1,20030429
20030501,0,20030430
20030502,0,20030430
20030503,0,20030430
20030504,0,20030430
20030505,0,20030430
20030506,0,20030430
20030507,0,20030430
20030508,0,20030430
20030509,0,20030430
20030510,0,20030430
20030511,0,20030430
20030512,1,20030430
20030513,1,20030512
20030514,1,20030513
20030515,1,20030514
20030516,1,20030515
20030517,0,20030516
20030518,0,20030516
20030519,1,20030516
20030520,1,20030519
20030521,1,20030520
20030522,1,20030521
20030523,1,20030522
20030524,0,20030523
20030525,0,20030523
20030526,1,20030523
20030527,1,20030526
20030528,1,20030527
20030529,1,20030528
20030530,1,20030529
20030531,0,20030530
20030601,0,20030530
20030602,1,20030530
20030603,1,20030602
20030604,1,20030603
20030605,1,20030604
20030606,1,20030605
20030607,0,20030606
20030608,0,20030606
20030609,1,20030606
20030610,1,20030609
20030611,1,20030610
20030612,1,20030611
20030613,1,20030612
20030614,0,20030613
20030615,0,20030613
20030616,1,20030613
20030617,1,20030616
20030618,1,20030617
20030619,1,20030618
20030620,1,20030619
20030621,0,20030620
20030622,0,20030620
20030623,1,20030620
20030624,1,20030623
20030625,1,20030624
20030626,1,20030625
20030627,1,20030626
20030628,0,20030627
20030629,0,20030627
20030630,1,20030627
20030701,1,20030630
20030702,1,20030701
20030703,1,20030702
20030704,1,20030703
20030705,0,20030704
20030706,0,20030704
20030707,1,20030704
20030708,1,20030707
20030709,1,20030708
20030710,1,20030709
20030711,1,20030710
20030712,0,20030711
20030713,0,20030711
20030714,1,20030711
20030715,1,20030714
20030716,1,20030715
20030717,1,20030716
20030718,1,20030717
20030719,0,20030718
20030720,0,20030718
20030721,1,20030718
20030722,1,20030721
20030723,1,20030722
20030724,1,20030723
20030725,1,20030724
20030726,0,20030725
20030727,0,20030725
20030728,1,20030725
20030729,1,20030728
20030730,1,20030729
20030731,1,20030730
20030801,1,20030731
20030802,0,20030801
20030803,0,20030801
20030804,1,20030801
20030805,1,20030804
20030806,1,20030805
20030807,1,20030806
20030808,1,20030807
20030809,0,20030808
20030810,0,20030808
20030811,1,20030808
20030812,1,20030811
20030813,1,20030812
20030814,1,20030813
20030815,1,20030814
20030816,0,20030815
20030817,0,20030815
20030818,1,20030815
20030819,1,20030818
20030820,1,20030819
20030821,1,20030820
20030822,1,20030821
20030823,0,20030822
20030824,0,20030822
20030825,1,20030822
20030826,1,20030825
20030827,1,20030826
20030828,1,20030827
20030829,1,20030828
20030830,0,20030829
20030831,0,20030829
20030901,1,20030829
20030902,1,20030901
20030903,1,20030902
20030904,1,20030903
20030905,1,20030904
20030906,0,20030905
20030907,0,20030905
20030908,1,20030905
20030909,1,20030908
20030910,1,20030909
20030911,1,20030910
20030912,1,20030911
20030913,0,20030912
20030914,0,20030912
20030915,1,20030912
20030916,1,20030915
20030917,1,20030916
20030918,1,20030917
20030919,1,20030918
20030920,0,20030919
20030921,0,20030919
20030922,1,20030919
20030923,1,20030922
20030924,1,20030923
20030925,1,20030924
20030926,1,20030925
20030927,0,20030926
20030928,0,20030926
20030929,1,20030926
20030930,1,20030929
20031001,0,20030930
20031002,0,20030930
20031003,0,20030930
20031004,0,20030930
20031005,0,20030930
20031006,0,20030930
20031007,0,20030930
20031008,1,20030930
20031009,1,20031008
20031010,1,20031009
20031011,0,20031010
20031012,0,20031010
20031013,1,20031010
20031014,1,20031013
20031015,1,20031014
20031016,1,20031015
20031017,1,20031016
20031018,0,20031017
20031019,0,20031017
20031020,1,20031017
20031021,1,20031020
20031022,1,20031021
20031023,1,20031022
20031024,1,20031023
20031025,0,20031024
20031026,0,20031024
20031027,1,20031024
20031028,1,20031027
20031029,1,20031028
20031030,1,20031029
20031031,1,20031030
20031101,0,20031031
20031102,0,20031031
20031103,1,20031031
20031104,1,20031103
20031105,1,20031104
20031106,1,20031105
20031107,1,20031106
20031108,0,20031107
20031109,0,20031107
20031110,1,20031107
20031111,1,20031110
20031112,1,20031111
20031113,1,20031112
20031114,1,20031113
20031115,0,20031114
20031116,0,20031114
20031117,1,20031114
20031118,1,20031117
20031119,1,20031118
20031120,1,20031119
20031121,1,20031120
20031122,0,20031121
20031123,0,20031121
20031124,1,20031121
20031125,1,20031124
20031126,1,20031125
20031127,1,20031126
20031128,1,20031127
20031129,0,20031128
20031130,0,20031128
20031201,1,20031128
20031202,1,20031201
20031203,1,20031202
20031204,1,20031203
20031205,1,20031204
20031206,0,20031205
20031207,0,20031205
20031208,1,20031205
20031209,1,20031208
20031210,1,20031209
20031211,1,20031210
20031212,1,20031211
20031213,0,20031212
20031214,0,20031212
20031215,1,20031212
20031216,1,20031215
20031217,1,20031216
20031218,1,20031217
20031219,1,20031218
20031220,0,20031219
20031221,0,20031219
20031222,1,20031219
20031223,1,20031222
20031224,1,20031223
20031225,1,20031224
20031226,1,20031225
20031227,0,20031226
20031228,0,20031226
20031229,1,20031226
20031230,1,20031229
20031231,1,20031230
20040101,0,20031231
20040102,1,20031231
20040103,0,20040102
20040104,0,20040102
20040105,1,20040102
20040106,1,20040105
20040107,1,20040106
20040108,1,20040107
20040109,1,20040108
20040110,0,20040109
20040111,0,20040109
20040112,1,20040109
20040113,1,20040112
20040114,1,20040113
20040115,1,20040114
20040116,1,20040115
20040117,0,20040116
20040118,0,20040116
20040119,0,20040116
20040120,0,20040116
20040121,0,20040116
20040122,0,20040116
20040123,0,20040116
20040124,0,20040116
20040125,0,20040116
20040126,0,20040116
20040127,0,20040116
20040128,0,20040116
20040129,1,20040116
20040130,1,20040129
20040131,0,20040130
20040201,0,20040130
20040202,1,20040130
20040203,1,20040202
20040204,1,20040203
20040205,1,20040204
20040206,1,20040205
20040207,0,20040206
20040208,0,20040206
20040209,1,20040206
20040210,1,20040209
20040211,1,20040210
20040212,1,20040211
20040213,1,20040212
20040214,0,20040213
20040215,0,20040213
20040216,1,20040213
20040217,1,20040216
20040218,1,20040217
20040219,1,20040218
20040220,1,20040219
20040221,0,20040220
20040222,0,20040220
20040223,1,20040220
20040224,1,20040223
20040225,1,20040224
20040226,1,20040225
20040227,1,20040226
20040228,0,20040227
20040229,0,20040227
20040301,1,20040227
20040302,1,20040301
20040303,1,20040302
20040304,1,20040303
20040305,1,20040304
20040306,0,20040305
20040307,0,20040305
20040308,1,20040305
20040309,1,20040308
20040310,1,20040309
20040311,1,20040310
20040312,1,20040311
20040313,0,20040312
20040314,0,20040312
20040315,1,20040312
20040316,1,20040315
20040317,1,20040316
20040318,1,20040317
20040319,1,20040318
20040320,0,20040319
20040321,0,20040319
20040322,1,20040319
20040323,1,20040322
20040324,1,20040323
20040325,1,20040324
20040326,1,20040325
20040327,0,20040326
20040328,0,20040326
20040329,1,20040326
20040330,1,20040329
20040331,1,20040330
20040401,1,20040331
20040402,1,20040401
20040403,0,20040402
20040404,0,20040402
20040405,1,20040402
20040406,1,20040405
20040407,1,20040406
20040408,1,20040407
20040409,1,20040408
20040410,0,20040409
20040411,0,20040409
20040412,1,20040409
20040413,1,20040412
20040414,1,20040413
20040415,1,20040414
20040416,1,20040415
20040417,0,20040416
20040418,0,20040416
20040419,1,20040416
20040420,1,20040419
20040421,1,20040420
20040422,1,20040421
20040423,1,20040422
20040424,0,20040423
20040425,0,20040423
20040426,1,20040423
20040427,1,20040426
20040428,1,20040427
20040429,1,20040428
20040430,1,20040429
20040501,0,20040430
20040502,0,20040430
20040503,0,20040430
20040504,0,20040430
20040505,0,20040430
20040506,0,20040430
20040507,0,20040430
20040508,0,20040430
20040509,0,20040430
20040510,1,20040430
20040511,1,20040510
20040512,1,20040511
20040513,1,20040512
20040514,1,20040513
20040515,0,20040514
20040516,0,20040514
20040517,1,20040514
20040518,1,20040517
20040519,1,20040518
20040520,1,20040519
20040521,1,20040520
20040522,0,20040521
20040523,0,20040521
20040524,1,20040521
20040525,1,20040524
20040526,1,20040525
20040527,1,20040526
20040528,1,20040527
20040529,0,20040528
20040530,0,20040528
20040531,1,20040528
20040601,1,20040531
20040602,1,20040601
20040603,1,20040602
20040604,1,20040603
20040605,0,20040604
20040606,0,20040604
20040607,1,20040604
20040608,1,20040607
20040609,1,20040608
20040610,1,20040609
20040611,1,20040610
20040612,0,20040611
20040613,0,20040611
20040614,1,20040611
20040615,1,20040614
20040616,1,20040615
20040617,1,20040616
20040618,1,20040617
20040619,0,20040618
20040620,0,20040618
20040621,1,20040618
20040622,1,20040621
20040623,1,20040622
20040624,1,20040623
20040625,1,20040624
20040626,0,20040625
20040627,0,20040625
20040628,1,20040625
20040629,1,20040628
20040630,1,20040629
20040701,1,20040630
20040702,1,20040701
20040703,0,20040702
20040704,0,20040702
20040705,1,20040702
20040706,1,20040705
20040707,1,20040706
20040708,1,20040707
20040709,1,20040708
20040710,0,20040709
20040711,0,20040709
20040712,1,20040709
20040713,1,20040712
20040714,1,20040713
20040715,1,20040714
20040716,1,20040715
20040717,0,20040716
20040718,0,20040716
20040719,1,20040716
20040720,1,20040719
20040721,1,20040720
20040722,1,20040721
20040723,1,20040722
20040724,0,20040723
20040725,0,20040723
20040726,1,20040723
20040727,1,20040726
20040728,1,20040727
20040729,1,20040728
20040730,1,20040729
20040731,0,20040730
20040801,0,20040730
20040802,1,20040730
20040803,1,20040802
20040804,1,20040803
20040805,1,20040804
20040806,1,20040805
20040807,0,20040806
20040808,0,20040806
20040809,1,20040806
20040810,1,20040809
20040811,1,20040810
20040812,1,20040811
20040813,1,20040812
20040814,0,20040813
20040815,0,20040813
20040816,1,20040813
20040817,1,20040816
20040818,1,20040817
20040819,1,20040818
20040820,1,20040819
20040821,0,20040820
20040822,0,20040820
20040823,1,20040820
20040824,1,20040823
20040825,1,20040824
20040826,1,20040825
20040827,1,20040826
20040828,0,20040827
20040829,0,20040827
20040830,1,20040827
20040831,1,20040830
20040901,1,20040831
20040902,1,20040901
20040903,1,20040902
20040904,0,20040903
20040905,0,20040903
20040906,1,20040903
20040907,1,20040906
20040908,1,20040907
20040909,1,20040908
20040910,1,20040909
20040911,0,20040910
20040912,0,20040910
20040913,1,20040910
20040914,1,20040913
20040915,1,20040914
20040916,1,20040915
20040917,1,20040916
20040918,0,20040917
20040919,0,20040917
20040920,1,20040917
20040921,1,20040920
20040922,1,20040921
20040923,1,20040922
20040924,1,20040923
20040925,0,20040924
20040926,0,20040924
20040927,1,20040924
20040928,1,20040927
20040929,1,20040928
20040930,1,20040929
20041001,0,20040930
20041002,0,20040930
20041003,0,20040930
20041004,0,20040930
20041005,0,20040930
20041006,0,20040930
20041007,0,20040930
20041008,1,20040930
20041009,0,20041008
20041010,0,20041008
20041011,1,20041008
20041012,1,20041011
20041013,1,20041012
20041014,1,20041013
20041015,1,20041014
20041016,0,20041015
20041017,0,20041015
20041018,1,20041015
20041019,1,20041018
20041020,1,20041019
20041021,1,20041020
20041022,1,20041021
20041023,0,20041022
20041024,0,20041022
20041025,1,20041022
20041026,1,20041025
20041027,1,20041026
20041028,1,20041027
20041029,1,20041028
20041030,0,20041029
20041031,0,20041029
20041101,1,20041029
20041102,1,20041101
20041103,1,20041102
20041104,1,20041103
20041105,1,20041104
20041106,0,20041105
20041107,0,20041105
20041108,1,20041105
20041109,1,20041108
20041110,1,20041109
20041111,1,20041110
20041112,1,20041111
20041113,0,20041112
20041114,0,20041112
20041115,1,20041112
20041116,1,20041115
20041117,1,20041116
20041118,1,20041117
20041119,1,20041118
20041120,0,20041119
20041121,0,20041119
20041122,1,20041119
20041123,1,20041122
20041124,1,20041123
20041125,1,20041124
20041126,1,20041125
20041127,0,20041126
20041128,0,20041126
20041129,1,20041126
20041130,1,20041129
20041201,1,20041130
20041202,1,20041201
20041203,1,20041202
20041204,0,20041203
20041205,0,20041203
20041206,1,20041203
20041207,1,20041206
20041208,1,20041207
20041209,1,20041208
20041210,1,20041209
20041211,0,20041210
20041212,0,20041210
20041213,1,20041210
20041214,1,20041213
20041215,1,20041214
20041216,1,20041215
20041217,1,20041216
20041218,0,20041217
20041219,0,20041217
20041220,1,20041217
20041221,1,20041220
20041222,1,20041221
20041223,1,20041222
20041224,1,20041223
20041225,0,20041224
20041226,0,20041224
20041227,1,20041224
20041228,1,20041227
20041229,1,20041228
20041230,1,20041229
20041231,1,20041230
20050101,0,20041231
20050102,0,20041231
20050103,0,20041231
20050104,1,20041231
20050105,1,20050104
20050106,1,20050105
20050107,1,20050106
20050108,0,20050107
20050109,0,20050107
20050110,1,20050107
20050111,1,20050110
20050112,1,20050111
20050113,1,20050112
20050114,1,20050113
20050115,0,20050114
20050116,0,20050114
20050117,1,20050114
20050118,1,20050117
20050119,1,20050118
20050120,1,20050119
20050121,1,20050120
20050122,0,20050121
20050123,0,20050121
20050124,1,20050121
20050125,1,20050124
20050126,1,20050125
20050127,1,20050126
20050128,1,20050127
20050129,0,20050128
20050130,0,20050128
20050131,1,20050128
20050201,1,20050131
20050202,1,20050201
20050203,1,20050202
20050204,1,20050203
20050205,0,20050204
20050206,0,20050204
20050207,0,20050204
20050208,0,20050204
20050209,0,20050204
20050210,0,20050204
20050211,0,20050204
20050212,0,20050204
20050213,0,20050204
20050214,0,20050204
20050215,0,20050204
20050216,1,20050204
20050217,1,20050216
20050218,1,20050217
20050219,0,20050218
20050220,0,20050218
20050221,1,20050218
20050222,1,20050221
20050223,1,20050222
20050224,1,20050223
20050225,1,20050224
20050226,0,20050225
20050227,0,20050225
20050228,1,20050225
20050301,1,20050228
20050302,1,20050301
20050303,1,20050302
20050304,1,20050303
20050305,0,20050304
20050306,0,20050304
20050307,1,20050304
20050308,1,20050307
20050309,1,20050308
20050310,1,20050309
20050311,1,20050310
20050312,0,20050311
20050313,0,20050311
20050314,1,20050311
20050315,1,20050314
20050316,1,20050315
20050317,1,20050316
20050318,1,20050317
20050319,0,20050318
20050320,0,20050318
20050321,1,20050318
20050322,1,20050321
20050323,1,20050322
20050324,1,20050323
20050325,1,20050324
20050326,0,20050325
20050327,0,20050325
20050328,1,20050325
20050329,1,20050328
20050330,1,20050329
20050331,1,20050330
20050401,1,20050331
20050402,0,20050401
20050403,0,20050401
20050404,1,20050401
20050405,1,20050404
20050406,1,20050405
20050407,1,20050406
20050408,1,20050407
20050409,0,20050408
20050410,0,20050408
20050411,1,20050408
20050412,1,20050411
20050413,1,20050412
20050414,1,20050413
20050415,1,20050414
20050416,0,20050415
20050417,0,20050415
20050418,1,20050415
20050419,1,20050418
20050420,1,20050419
20050421,1,20050420
20050422,1,20050421
20050423,0,20050422
20050424,0,20050422
20050425,1,20050422
20050426,1,20050425
20050427,1,20050426
20050428,1,20050427
20050429,1,20050428
20050430,0,20050429
20050501,0,20050429
20050502,0,20050429
20050503,0,20050429
20050504,0,20050429
20050505,0,20050429
20050506,0,20050429
20050507,0,20050429
20050508,0,20050429
20050509,1,20050429
20050510,1,20050509
20050511,1,20050510
20050512,1,20050511
20050513,1,20050512
20050514,0,20050513
20050515,0,20050513
20050516,1,20050513
20050517,1,20050516
20050518,1,20050517
20050519,1,20050518
20050520,1,20050519
20050521,0,20050520
20050522,0,20050520
20050523,1,20050520
20050524,1,20050523
20050525,1,20050524
20050526,1,20050525
20050527,1,20050526
20050528,0,20050527
20050529,0,20050527
20050530,1,20050527
20050531,1,20050530
20050601,1,20050531
20050602,1,20050601
20050603,1,20050602
20050604,0,20050603
20050605,0,20050603
20050606,1,20050603
20050607,1,20050606
20050608,1,20050607
20050609,1,20050608
20050610,1,20050609
20050611,0,20050610
20050612,0,20050610
20050613,1,20050610
20050614,1,20050613
20050615,1,20050614
20050616,1,20050615
20050617,1,20050616
20050618,0,20050617
20050619,0,20050617
